dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
20NG,subject_from_organization_newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,50,0.9846,0.9776,0.9738,0.9886,0.9812,0.9776,0.853,0.8938,0.9806,0.8734,3.43719240111111,0.0114846944444445,3.42570770666667,1.85086674470818,0.9254
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,5,0.9434,0.9319,0.9236,0.97,0.9566,0.9479,0.5046,0.5694,0.945566666666667,0.5370,2.19800392111111,0.166926721111111,2.0310772,1.42515865783428,0.7126
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,10,0.9437,0.9322,0.9238,0.97,0.9566,0.948,0.5052,0.5695,0.945716666666667,0.5374,2.19948673777778,0.166763334444445,2.03272340333334,1.42573609175518,0.7129
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,50,0.9437,0.9322,0.9238,0.97,0.9566,0.948,0.5053,0.5695,0.945716666666667,0.5374,2.19963504694445,0.166722500277778,2.03291254666667,1.42580242203002,0.7129
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,5,0.9029,0.8975,0.8945,0.9689,0.9587,0.9533,0.7707,0.7588,0.9293,0.7648,2.8698,0.0271,2.8427,1.68603935304014,0.843
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,10,0.9653,0.9561,0.9514,0.9885,0.9825,0.9791,0.8664,0.846,0.9705,0.8562,3.33677200027778,0.0130606802777777,3.32371132,1.82310485710504,0.9116
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,50,0.999,0.9977,0.9968,0.9995,0.9988,0.9984,0.9715,0.9604,0.998366666666667,0.9660,3.85853996694445,0.0010508402777778,3.85748912666667,1.96404916605127,0.982
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,5,0.9615,0.9451,0.9341,0.9719,0.9526,0.941,0.5359,0.5653,0.9510,0.5506,2.2549,0.1603,2.0946,1.447258032741,0.7236
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,10,0.9642,0.9467,0.9357,0.9722,0.9531,0.9416,0.5438,0.5711,0.9523,0.5575,2.2792,0.1559,2.1233,1.45716404361348,0.7286
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,50,0.9644,0.9468,0.9359,0.9722,0.9531,0.942,0.5425,0.5702,0.9524,0.5564,2.2763,0.1569,2.1195,1.45584029343881,0.7279
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,5,0.9477,0.9346,0.9264,0.971,0.9579,0.9491,0.505,0.5418,0.947783333333333,0.5234,2.16438040027778,0.180101213611111,1.98427918666667,1.40864445005355,0.7043
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,10,0.9483,0.935,0.9267,0.971,0.9579,0.9491,0.5054,0.542,0.948,0.5237,2.16590089,0.18003049,1.9858704,1.40920913990791,0.7046
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,50,0.9483,0.9349,0.9266,0.971,0.9579,0.9491,0.5055,0.542,0.947966666666667,0.52375,2.16594994694445,0.179959780277778,1.98599016666667,1.40925163355118,0.7046
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,5,0.911,0.9056,0.9023,0.9695,0.9591,0.9535,0.8198,0.7928,0.9335,0.8063,3.02690404,0.01617984,3.0107242,1.73514385570765,0.8676
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,10,0.9678,0.9598,0.9553,0.9898,0.9842,0.9809,0.8783,0.8636,0.9730,0.8710,3.4000,0.0104,3.3896,1.84109241303454,0.9205
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,50,0.999,0.9978,0.9969,0.9995,0.9989,0.9984,0.971,0.9629,0.998416666666667,0.96695,3.86266613444445,0.000990151111111132,3.86167598333334,1.96511475067828,0.9826
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,5,0.9609,0.9448,0.9349,0.9715,0.9522,0.9405,0.5233,0.539,0.9508,0.53115,2.1961758025,0.1761061225,2.02006968,1.42129155348225,0.7106
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,10,0.963,0.9463,0.9361,0.9715,0.9524,0.9406,0.5239,0.5398,0.95165,0.5319,2.20077225,0.17623204,2.02454021,1.42286338416589,0.7114
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,50,0.9635,0.9463,0.9358,0.9717,0.9526,0.9408,0.5244,0.5394,0.9518,0.5319,2.2013,0.1763,2.0250,1.4230299434657,0.7115
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,5,0.9502,0.9367,0.9278,0.9722,0.959,0.9501,0.4882,0.5204,0.949333333333333,0.5043,2.11304986777778,0.198054667777777,1.9149952,1.38383351599822,0.6919
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,10,0.952,0.9379,0.9289,0.9723,0.9591,0.9503,0.4882,0.5205,0.950083333333333,0.5044,2.11537632111111,0.198678204444444,1.91669811666667,1.38444866884499,0.6922
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,50,0.9522,0.938,0.9289,0.9723,0.9591,0.9503,0.4881,0.5204,0.950133333333333,0.5043,2.11523088027778,0.198811946944444,1.91641893333334,1.38434783682908,0.6922
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,5,0.9148,0.9085,0.9052,0.9689,0.9583,0.9528,0.8226,0.7965,0.9348,0.8096,3.0426,0.0157,3.0269,1.73980097999742,0.8699
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,10,0.9691,0.9614,0.957,0.9898,0.9841,0.9807,0.8787,0.8644,0.973683333333333,0.8716,3.40488605444444,0.0104312177777777,3.39445483666666,1.84240463434791,0.9212
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,50,0.999,0.9978,0.9969,0.9995,0.9989,0.9984,0.9704,0.9617,0.998416666666667,0.9661,3.85912928444445,0.00104760111111113,3.85808168333334,1.96420001103079,0.9821
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,5,0.961,0.9457,0.9361,0.9715,0.9509,0.9385,0.4351,0.4668,0.950616666666667,0.4510,1.96438912111111,0.249666777777778,1.71472234333333,1.30947407127187,0.6547
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,10,0.9641,0.9477,0.9378,0.9718,0.9513,0.9389,0.4316,0.4656,0.9519,0.4486,1.9615,0.2533,1.7081,1.30696181020462,0.6535
20NG,subject_from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,50,0.9646,0.948,0.9378,0.9719,0.9515,0.9391,0.4403,0.4705,0.95215,0.4554,1.9811970025,0.2467605625,1.73443644,1.31698004540692,0.6585
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,5,0.9646,0.9562,0.9511,0.9797,0.9705,0.9646,0.7391,0.7465,0.9645,0.7428,2.9147,0.0491,2.8656,1.69280059073714,0.8464
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,10,0.9646,0.9562,0.9511,0.9797,0.9705,0.9646,0.7391,0.7465,0.9645,0.7428,2.9147,0.0491,2.8656,1.69280059073714,0.8464
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,50,0.9646,0.9562,0.9511,0.9797,0.9705,0.9646,0.7391,0.7465,0.9645,0.7428,2.9147,0.0491,2.8656,1.69280059073714,0.8464
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,5,0.9684,0.9656,0.9641,0.9877,0.9832,0.9808,0.9453,0.9344,0.9750,0.9399,3.6665,0.0012,3.6653,1.91449462957373,0.9572
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,10,0.9913,0.9884,0.9867,0.9958,0.9935,0.9922,0.9655,0.9596,0.9913,0.9626,3.8176,0.0008,3.8168,1.95365489019939,0.9768
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,50,0.9996,0.999,0.9986,0.9997,0.9993,0.9991,0.9898,0.9872,0.999216666666667,0.9885,3.95101754694445,0.000114846944444452,3.95090270000001,1.98768777729301,0.9938
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,5,0.9776,0.966,0.9593,0.9777,0.9609,0.9509,0.5423,0.5593,0.9654,0.5508,2.29886244,0.17189316,2.12696928,1.45841327476131,0.7292
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,10,0.9783,0.9668,0.9599,0.9779,0.961,0.951,0.5434,0.5596,0.965816666666667,0.5515,2.30224986694445,0.171658300277778,2.13059156666667,1.45965460526341,0.7298
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,50,0.9787,0.967,0.96,0.9778,0.9608,0.9507,0.5384,0.5563,0.965833333333333,0.5474,2.28972380027778,0.175128300277777,2.1145955,1.45416488061017,0.7271
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,5,0.9642,0.956,0.951,0.9798,0.9707,0.9648,0.7354,0.748,0.964416666666667,0.7417,2.91083408027778,0.0496027136111113,2.86123136666667,1.69151747453778,0.8458
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,10,0.9642,0.956,0.951,0.9798,0.9707,0.9648,0.7354,0.748,0.964416666666667,0.7417,2.91083408027778,0.0496027136111113,2.86123136666667,1.69151747453778,0.8458
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,50,0.9642,0.956,0.951,0.9798,0.9707,0.9648,0.7354,0.748,0.964416666666667,0.7417,2.91083408027778,0.0496027136111113,2.86123136666667,1.69151747453778,0.8458
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,5,0.9688,0.9659,0.9643,0.9878,0.9833,0.9809,0.9453,0.9354,0.9752,0.9404,3.6692,0.0012,3.6680,1.91520022451962,0.9576
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,10,0.9913,0.9884,0.9867,0.9958,0.9935,0.9922,0.9654,0.96,0.9913,0.9627,3.81818113361111,0.00081891361111113,3.81736222,1.95380710921012,0.9769
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,50,0.9996,0.999,0.9986,0.9997,0.9993,0.9991,0.9901,0.9874,0.999216666666667,0.9888,3.95201146777778,0.000109551111111118,3.95190191666667,1.98793911291736,0.994
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,5,0.9775,0.966,0.9591,0.978,0.9611,0.9511,0.5419,0.5593,0.965466666666667,0.5506,2.29845813777778,0.172114351111111,2.12634378666667,1.45819881589126,0.7291
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,10,0.9785,0.967,0.96,0.978,0.9611,0.9511,0.5473,0.5602,0.96595,0.5538,2.30948809,0.16990884,2.13957925,1.46273006737402,0.7314
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,50,0.9786,0.967,0.9601,0.9782,0.9614,0.9514,0.5537,0.5623,0.966116666666667,0.5580,2.32293161361111,0.166559213611111,2.1563724,1.46845919248715,0.7342
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,5,0.9642,0.9558,0.9508,0.9796,0.9705,0.9646,0.7345,0.7497,0.9643,0.7421,2.9116,0.0494,2.8623,1.69182732570437,0.8459
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,10,0.9642,0.9558,0.9508,0.9796,0.9705,0.9646,0.7345,0.7497,0.9643,0.7421,2.9116,0.0494,2.8623,1.69182732570437,0.8459
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,50,0.9642,0.9558,0.9508,0.9796,0.9705,0.9646,0.7345,0.7497,0.9643,0.7421,2.9116,0.0494,2.8623,1.69182732570437,0.8459
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,5,0.9687,0.9658,0.9642,0.9877,0.9832,0.9808,0.9443,0.9356,0.9751,0.9400,3.6673,0.0012,3.6661,1.91469466321221,0.9573
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,10,0.9914,0.9883,0.9867,0.9957,0.9935,0.9922,0.9647,0.96,0.9913,0.96235,3.8167483225,0.0008381025,3.81591022,1.9534354916403,0.9767
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,50,0.9996,0.999,0.9986,0.9997,0.9993,0.9991,0.9901,0.9874,0.999216666666667,0.9888,3.95201146777778,0.000109551111111118,3.95190191666667,1.98793911291736,0.994
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,5,0.9774,0.9659,0.959,0.9778,0.961,0.951,0.5436,0.562,0.96535,0.5528,2.3047794225,0.1701975025,2.13458192,1.46102084858499,0.7305
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,10,0.9785,0.9668,0.9599,0.978,0.9613,0.9513,0.5472,0.5657,0.965966666666667,0.5565,2.31775250694445,0.167703900277778,2.15004860666667,1.4663044045036,0.7332
20NG,subject_from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,50,0.9786,0.9669,0.96,0.9781,0.9613,0.9513,0.5459,0.5637,0.966033333333333,0.5548,2.31293402777778,0.169112854444444,2.14382117333334,1.46417935149125,0.7321
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,5,0.9355,0.9232,0.9154,0.9682,0.9445,0.9301,0.4633,0.4771,0.9362,0.4702,1.9778,0.2171,1.7607,1.32691782714681,0.6635
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,10,0.9363,0.9237,0.9158,0.9683,0.9445,0.9301,0.4633,0.4765,0.9365,0.4699,1.9778,0.2177,1.7602,1.3267069834745,0.6634
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,50,0.9363,0.9237,0.9158,0.9683,0.9445,0.9301,0.4591,0.4765,0.9365,0.4678,1.9719,0.2196,1.7523,1.32373911326968,0.6619
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,5,0.8873,0.8796,0.8754,0.9509,0.9372,0.9302,0.6048,0.5927,0.9101,0.5988,2.2766,0.0969,2.1797,1.47637715371107,0.7382
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,10,0.9484,0.9378,0.9322,0.9741,0.9631,0.957,0.6652,0.6466,0.9521,0.6559,2.5857,0.0877,2.4979,1.58048396385411,0.7902
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,50,0.9949,0.989,0.9849,0.9968,0.9923,0.989,0.7988,0.7807,0.99115,0.7898,3.17160481,0.04056196,3.13104285,1.76947530358578,0.8847
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,5,0.9695,0.9477,0.9341,0.9771,0.9491,0.9324,0.4922,0.4893,0.9517,0.4908,2.0805,0.2124,1.8681,1.36678050542141,0.6834
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,10,0.9725,0.9497,0.9361,0.9773,0.9494,0.9327,0.5003,0.4936,0.9530,0.4970,2.1022,0.2079,1.8943,1.3763262730908,0.6882
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,50,0.9734,0.9502,0.9363,0.9774,0.9495,0.9328,0.4982,0.4936,0.9533,0.4959,2.1001,0.2092,1.8909,1.37509990909752,0.6875
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,5,0.9321,0.9181,0.9099,0.97,0.9475,0.9336,0.444,0.4553,0.9352,0.44965,1.9178095225,0.2357588025,1.68205072,1.2969389808314,0.6485
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,10,0.9323,0.9183,0.91,0.97,0.9475,0.9336,0.4433,0.455,0.935283333333333,0.44915,1.91665565444444,0.236325617777777,1.68033003666666,1.29627544783763,0.6481
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,50,0.932,0.9181,0.9099,0.97,0.9475,0.9336,0.4393,0.4549,0.935183333333333,0.4471,1.91070721361111,0.238225340277777,1.67248187333333,1.29324470744455,0.6466
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,5,0.8869,0.8795,0.8752,0.9482,0.9349,0.9282,0.5991,0.5848,0.9088,0.5920,2.2523,0.1004,2.1519,1.46693425324155,0.7335
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,10,0.9493,0.9391,0.9334,0.9745,0.964,0.958,0.6582,0.6378,0.95305,0.6480,2.5633611025,0.0930555025,2.4703056,1.57172058585488,0.7859
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,50,0.9953,0.9896,0.9857,0.9972,0.9931,0.9902,0.8039,0.7855,0.9919,0.7947,3.1918,0.0389,3.1529,1.77563869635689,0.8878
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,5,0.9671,0.9434,0.9293,0.9784,0.9509,0.9345,0.4596,0.4638,0.9506,0.4617,1.9946,0.2390,1.7556,1.32497852058062,0.6625
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,10,0.9707,0.9459,0.9313,0.9786,0.9511,0.9349,0.4641,0.4664,0.9521,0.4653,2.0088,0.2370,1.7718,1.33109995242031,0.6655
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,50,0.9707,0.9461,0.9314,0.9787,0.9513,0.9351,0.4652,0.465,0.9522,0.4651,2.00878653361111,0.237282646944445,1.77150388666667,1.33097854478075,0.6655
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,5,0.925,0.9098,0.9008,0.9685,0.9445,0.9296,0.4088,0.4222,0.9297,0.4155,1.80956304,0.26440164,1.5451614,1.24304521237162,0.6215
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,10,0.9257,0.9102,0.9011,0.9686,0.9446,0.9297,0.408,0.4219,0.9300,0.41495,1.80884567111111,0.265259334444444,1.54358633666667,1.24241150053703,0.6212
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,50,0.9255,0.9102,0.9012,0.9686,0.9445,0.9296,0.4045,0.4217,0.9299,0.4131,1.8037,0.2671,1.5366,1.23960551789672,0.6198
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,5,0.8814,0.8733,0.8687,0.9421,0.9248,0.9167,0.5637,0.5493,0.9012,0.5565,2.1248,0.1188,2.0060,1.41633223503527,0.7082
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,10,0.9447,0.9333,0.9269,0.9718,0.9589,0.9518,0.6289,0.6098,0.9479,0.6194,2.4563,0.1079,2.3483,1.5324253521787,0.7662
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,50,0.9945,0.9879,0.9835,0.9969,0.9922,0.9887,0.79,0.7721,0.9906,0.78105,3.13880277777778,0.0439181877777779,3.09488459,1.75922840756964,0.8796
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,5,0.962,0.9364,0.9219,0.9784,0.9503,0.9333,0.4225,0.4373,0.94705,0.4299,1.8959913025,0.2674441225,1.62854718,1.27614543841993,0.6381
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,10,0.9667,0.9398,0.9238,0.9784,0.9502,0.9332,0.419,0.4377,0.9487,0.42835,1.89622080111111,0.270746777777777,1.62547402333333,1.27494079208931,0.6375
20NG,subject_from_organization_newsgroup_body,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,50,0.9669,0.9396,0.9238,0.9784,0.9502,0.9332,0.4222,0.4386,0.9487,0.4304,1.9019,0.2686,1.6333,1.27798796029801,0.639
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,5,0.9748,0.9658,0.96,0.9827,0.9695,0.9615,0.5542,0.5288,0.96905,0.5415,2.2817613025,0.1827990025,2.0989623,1.44877958986176,0.7244
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,10,0.9755,0.9663,0.9603,0.9827,0.9695,0.9615,0.554,0.5284,0.9693,0.5412,2.28161025,0.18326961,2.09834064,1.44856502788104,0.7243
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,50,0.9753,0.9662,0.9603,0.9827,0.9695,0.9614,0.5517,0.5285,0.9692,0.5401,2.2781,0.1842,2.0939,1.44704239514028,0.7235
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,5,0.9212,0.9126,0.9082,0.9724,0.9555,0.9474,0.5509,0.5143,0.9362,0.5326,2.1574,0.1629,1.9945,1.41227333992633,0.7061
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,10,0.9719,0.9607,0.9549,0.987,0.9757,0.9696,0.591,0.5244,0.969966666666667,0.5577,2.33376544444445,0.169963804444445,2.16380164000001,1.47098662128519,0.7355
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,50,0.9976,0.9933,0.99,0.9983,0.9951,0.9927,0.6954,0.6136,0.9945,0.6545,2.719201,0.1156,2.603601,1.61356778599475,0.8068
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,5,0.9911,0.9807,0.9729,0.9874,0.9714,0.9619,0.5793,0.5272,0.9776,0.5533,2.3434,0.1800,2.1634,1.47083480830899,0.7354
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,10,0.992,0.9813,0.9735,0.9877,0.9719,0.9625,0.5868,0.5341,0.97815,0.5605,2.36728996,0.17447329,2.19281667,1.48081621749628,0.7404
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,50,0.9923,0.9814,0.9735,0.9878,0.9719,0.9625,0.5872,0.5358,0.9782,0.5615,2.3708,0.1737,2.1971,1.48226585559631,0.7411
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,5,0.975,0.9659,0.9599,0.9827,0.9696,0.9616,0.5562,0.5323,0.969116666666667,0.5443,2.29027866777778,0.180511684444445,2.10976698333334,1.45250369477442,0.7263
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,10,0.9755,0.9662,0.9601,0.9828,0.9695,0.9615,0.5574,0.5324,0.9693,0.5449,2.2927,0.1801,2.1126,1.4534832736109,0.7267
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,50,0.9753,0.9661,0.9601,0.9827,0.9695,0.9615,0.5545,0.5324,0.9692,0.5435,2.2881,0.1813,2.1068,1.45149817774601,0.7257
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,5,0.9212,0.9127,0.9082,0.9723,0.9556,0.9474,0.5503,0.5134,0.9362,0.5319,2.1553,0.1635,1.9917,1.41129117949959,0.7056
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,10,0.9721,0.9608,0.955,0.987,0.9758,0.9697,0.5906,0.5234,0.970066666666667,0.5570,2.33193260444445,0.170624071111111,2.16130853333334,1.47013895034903,0.7351
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,50,0.9976,0.9933,0.99,0.9983,0.9951,0.9927,0.6948,0.6126,0.9945,0.6537,2.71656324,0.11614464,2.6004186,1.61258134678533,0.8063
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,5,0.9914,0.9811,0.9729,0.9876,0.9715,0.962,0.5815,0.5283,0.9778,0.5549,2.3490,0.1788,2.1702,1.47316458686733,0.7366
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,10,0.992,0.9816,0.9734,0.9877,0.9717,0.9623,0.5885,0.5353,0.978116666666667,0.5619,2.37165133361111,0.173236313611111,2.19841502,1.48270530450255,0.7414
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,50,0.9922,0.9819,0.9735,0.9877,0.9719,0.9624,0.5865,0.5317,0.9783,0.5591,2.3635,0.1757,2.1878,1.47911986442389,0.7396
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,5,0.9746,0.9657,0.9598,0.983,0.9696,0.9616,0.5534,0.5287,0.96905,0.5411,2.28040201,0.183184,2.09721801,1.44817747876426,0.7241
20NG,subject_from_organization_newsgroup_body,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,10,0.9754,0.9661,0.9602,0.983,0.9696,0.9616,0.5541,0.5288,0.969316666666667,0.5415,2.28241592111111,0.183069884444445,2.09934603666667,1.4489120182629,0.7245
