dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
20NG,from_organization_body,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9939,0.9865,0.981,0.9989,0.9969,0.9951,0.9241,0.8993,0.99205,0.9117,3.6242640625,0.0064561225,3.61780794,1.90205361123182,0.951
20NG,from_organization_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.8597,0.8189,0.7985,0.9652,0.9325,0.911,0.0604,0.0705,0.8810,0.0655,0.8957,0.6651,0.2306,0.480246887895521,0.2401
20NG,from_organization_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.8662,0.8225,0.8015,0.9654,0.9328,0.9112,0.064,0.0736,0.8833,0.0688,0.906430937777778,0.663355951111112,0.243074986666666,0.493026354941261,0.2465
20NG,from_organization_body,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.8666,0.822,0.8011,0.9655,0.933,0.9115,0.0642,0.0733,0.883283333333333,0.0688,0.906367467777777,0.663464551111111,0.242902916666666,0.4928518201921,0.2464
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9746,0.9685,0.9652,0.9839,0.9788,0.9759,0.8412,0.8927,0.9745,0.8670,3.3909,0.0116,3.3793,1.83829086472553,0.9191
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9748,0.9687,0.9655,0.9839,0.9788,0.976,0.8412,0.8927,0.9746,0.8670,3.3914,0.0116,3.3798,1.83841662216884,0.9192
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9749,0.9687,0.9655,0.9839,0.9788,0.976,0.8411,0.8927,0.9746,0.8669,3.3912,0.0116,3.3796,1.83837932610946,0.9192
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,5,0.9794,0.9775,0.9768,0.9919,0.9894,0.9882,0.9851,0.9847,0.9839,0.9849,3.8760,0.0000,3.8760,1.96876639548729,0.9844
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,10,0.9959,0.9945,0.9939,0.9977,0.9967,0.9962,0.9933,0.9937,0.9958,0.9935,3.9574,0.0000,3.9574,1.9893153177245,0.9947
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9994,0.9998,0.9997,0.9996,0.9986,0.9987,0.9996,0.9987,3.9931,0.0000,3.9931,1.99828309138954,0.9991
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,5,0.9841,0.9771,0.9734,0.9881,0.981,0.9776,0.8513,0.8957,0.980216666666667,0.8735,3.43626548027778,0.0113884469444445,3.42487703333334,1.85064232993124,0.9253
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,10,0.9843,0.9773,0.9737,0.9882,0.981,0.9776,0.8519,0.896,0.98035,0.87395,3.43842849,0.01132096,3.42710753,1.85124485954722,0.9256
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,50,0.9842,0.9772,0.9736,0.9882,0.9811,0.9777,0.8515,0.8958,0.9803,0.8737,3.4373,0.0114,3.4259,1.85091136110476,0.9255
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,5,0.9744,0.9684,0.9651,0.9842,0.979,0.9762,0.8409,0.892,0.97455,0.86645,3.389281,0.01168561,3.37759539,1.83782354702512,0.9189
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,10,0.9749,0.9689,0.9656,0.9842,0.9791,0.9763,0.8409,0.892,0.9748,0.86645,3.39032431361111,0.0117469469444444,3.37857736666667,1.83809068510416,0.919
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,50,0.9749,0.9689,0.9655,0.9842,0.9791,0.9763,0.8408,0.892,0.9748,0.8664,3.39007881361111,0.0117541736111112,3.37832464,1.83802193675701,0.919
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,5,0.9795,0.9776,0.9768,0.9919,0.9894,0.9882,0.985,0.9845,0.9839,0.98475,3.8755828225,0.0000007225,3.8755821,1.96864981649861,0.9843
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,10,0.9958,0.9945,0.9939,0.9977,0.9966,0.9962,0.9932,0.9937,0.9958,0.9935,3.9570,0.0000,3.9570,1.98923196485478,0.9946
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9994,0.9998,0.9997,0.9996,0.9986,0.9986,0.9996,0.9986,3.9929,0.0000,3.9929,1.99823306615286,0.9991
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,5,0.9831,0.9766,0.9731,0.9881,0.9809,0.9775,0.8531,0.8963,0.9799,0.8747,3.4395,0.0111,3.4284,1.85159817635109,0.9258
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,10,0.9842,0.9771,0.9734,0.9881,0.9809,0.9775,0.8532,0.8965,0.9802,0.8749,3.4412,0.0111,3.4301,1.8520561222598,0.926
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,50,0.9844,0.9772,0.9735,0.9882,0.9809,0.9774,0.8536,0.8963,0.9803,0.8750,3.4418,0.0111,3.4307,1.85222495394053,0.9261
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,5,0.9744,0.9682,0.9649,0.9843,0.9791,0.9763,0.8408,0.8921,0.9745,0.8665,3.3892,0.0117,3.3775,1.83780783181122,0.9189
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,10,0.975,0.9689,0.9655,0.9843,0.9792,0.9764,0.8408,0.8921,0.974883333333333,0.8665,3.39050844444444,0.0117577877777777,3.37875065666666,1.83813782308799,0.9191
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,50,0.975,0.9688,0.9654,0.9843,0.9792,0.9764,0.8407,0.8921,0.97485,0.8664,3.3902015625,0.0117614025,3.37844016,1.83805336157577,0.919
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,5,0.9795,0.9775,0.9768,0.9919,0.9894,0.9882,0.9849,0.9845,0.9839,0.9847,3.8753,0.0000,3.8753,1.96858316393627,0.9843
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,10,0.9958,0.9945,0.9939,0.9977,0.9966,0.9962,0.9931,0.9936,0.9958,0.9934,3.9567,0.0000,3.9566,1.98913184496822,0.9946
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9994,0.9998,0.9997,0.9996,0.9986,0.9986,0.9996,0.9986,3.9929,0.0000,3.9929,1.99823306615286,0.9991
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,5,0.984,0.9771,0.9734,0.9881,0.981,0.9776,0.8513,0.8956,0.9802,0.8735,3.4360183225,0.0113955625,3.42462276,1.85057362998612,0.9253
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,10,0.9841,0.9769,0.9733,0.9881,0.9808,0.9774,0.8515,0.8955,0.9801,0.8735,3.4358,0.0114,3.4245,1.85053219372158,0.9253
20NG,from_organization_newsgroup_body,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,50,0.9843,0.9773,0.9736,0.9882,0.981,0.9776,0.851,0.8954,0.980333333333333,0.8732,3.43558581777778,0.011477551111111,3.42410826666667,1.85043461561512,0.9252
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,5,0.9357,0.9232,0.915,0.9661,0.9521,0.943,0.4958,0.5478,0.939183333333333,0.5218,2.13447230027778,0.174208846944444,1.96026345333334,1.40009408731461,0.7
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,10,0.937,0.9242,0.9159,0.9662,0.9522,0.9432,0.4965,0.5482,0.939783333333333,0.5224,2.13783388444444,0.174250587777777,1.96358329666666,1.40127916443036,0.7006
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,50,0.937,0.9243,0.9159,0.9662,0.9522,0.9432,0.4971,0.5483,0.9398,0.5227,2.13890625,0.17397241,1.96493384,1.40176097819849,0.7009
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,5,0.8977,0.8918,0.8886,0.9674,0.9566,0.9508,0.7775,0.7521,0.9255,0.7648,2.8571,0.0258,2.8312,1.68262848345478,0.8413
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,10,0.9615,0.9523,0.9472,0.9878,0.9814,0.9776,0.8715,0.8408,0.9680,0.8562,3.3274,0.0125,3.3149,1.8206863119897,0.9103
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,50,0.9989,0.9975,0.9965,0.9995,0.9988,0.9983,0.9717,0.9574,0.9983,0.9646,3.8526,0.0011,3.8514,1.9625106751302,0.9813
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,5,0.9547,0.9375,0.9259,0.9692,0.9496,0.9379,0.5513,0.5526,0.9458,0.5520,2.2433,0.1551,2.0881,1.44503883684834,0.7225
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,10,0.9587,0.9401,0.9282,0.9696,0.9502,0.9391,0.5622,0.556,0.9477,0.5591,2.2702955625,0.1509711025,2.11932446,1.45578997798446,0.7279
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,50,0.9586,0.9394,0.9283,0.9694,0.9498,0.9387,0.5693,0.556,0.9474,0.56265,2.28015033361111,0.148006913611111,2.13214342,1.4601860908802,0.7301
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,5,0.9406,0.9273,0.9198,0.9672,0.9539,0.9448,0.5034,0.5315,0.9423,0.5175,2.1308,0.1805,1.9503,1.39653268728901,0.6983
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,10,0.9425,0.9284,0.9206,0.9672,0.9539,0.9449,0.5034,0.5316,0.9429,0.5175,2.1328,0.1810,1.9518,1.39708177999715,0.6985
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,50,0.9424,0.9283,0.9206,0.9672,0.9539,0.9449,0.5033,0.5315,0.9429,0.5174,2.1324,0.1810,1.9514,1.39692209756545,0.6985
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,5,0.9061,0.9004,0.8971,0.9674,0.9568,0.951,0.8229,0.7889,0.9298,0.8059,3.0127,0.0154,2.9973,1.73127215653692,0.8656
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,10,0.9645,0.9562,0.9517,0.989,0.9831,0.9795,0.877,0.8575,0.970666666666667,0.86725,3.37793767361111,0.0106950069444445,3.36724266666667,1.83500481379932,0.9175
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,50,0.9989,0.9975,0.9965,0.9995,0.9988,0.9983,0.9697,0.9594,0.9983,0.9646,3.8526,0.0011,3.8514,1.9625106751302,0.9813
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,5,0.9538,0.9371,0.9271,0.9708,0.9522,0.941,0.5368,0.5349,0.9470,0.5359,2.1988,0.1690,2.0298,1.42471042671836,0.7124
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,10,0.957,0.9391,0.9281,0.9711,0.9525,0.9411,0.5307,0.5314,0.94815,0.5311,2.18803264,0.17397241,2.01406023,1.4191758981888,0.7096
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,50,0.957,0.9391,0.9279,0.971,0.9524,0.9411,0.5329,0.5324,0.948083333333333,0.5327,2.19257120444444,0.172584854444444,2.01998635,1.42126223829383,0.7106
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,5,0.944,0.9302,0.9219,0.9682,0.9549,0.9462,0.486,0.5117,0.944233333333333,0.49885,2.08248950694444,0.198366313611111,1.88412319333333,1.37263367047925,0.6863
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,10,0.9439,0.9302,0.9219,0.9682,0.9549,0.9462,0.486,0.5117,0.9442,0.49885,2.08244140444445,0.198351467777778,1.88408993666667,1.37262155624435,0.6863
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,50,0.944,0.9302,0.9219,0.9682,0.9549,0.9462,0.4861,0.5117,0.944233333333333,0.4989,2.08263381777778,0.198321777777778,1.88431204,1.37270245865592,0.6864
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,5,0.9091,0.9027,0.8993,0.9663,0.9555,0.9499,0.8219,0.7907,0.9305,0.8063,3.0164,0.0154,3.0009,1.7323224565113,0.8662
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,10,0.9658,0.9575,0.9531,0.9888,0.9827,0.9792,0.8767,0.8578,0.9712,0.8673,3.3798,0.0108,3.3690,1.83549311721219,0.9177
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,50,0.9989,0.9975,0.9965,0.9995,0.9988,0.9982,0.9689,0.9579,0.9982,0.9634,3.8480,0.0012,3.8468,1.96132403578127,0.9807
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,5,0.9551,0.9379,0.9268,0.971,0.9512,0.9395,0.464,0.4773,0.946916666666667,0.47065,2.00949525444445,0.226829937777778,1.78266531666667,1.33516490242467,0.6676
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,10,0.9576,0.9399,0.9292,0.9711,0.9513,0.9396,0.4597,0.4732,0.9481,0.4665,2.0010,0.2320,1.7690,1.33003611855719,0.665
20NG,from_organization_newsgroup_body,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,50,0.9583,0.9405,0.9294,0.9712,0.9514,0.9397,0.4627,0.4757,0.9484,0.4692,2.0096,0.2296,1.7800,1.33416205912175,0.6671
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,5,0.8966,0.8894,0.8848,0.9079,0.8995,0.8948,0.66,0.6583,0.8955,0.65915,2.4169366225,0.0558613225,2.3610753,1.53657909005687,0.7683
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,10,0.8966,0.8894,0.8848,0.9079,0.8995,0.8948,0.66,0.6583,0.8955,0.65915,2.4169366225,0.0558613225,2.3610753,1.53657909005687,0.7683
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,50,0.8966,0.8894,0.8848,0.9079,0.8995,0.8948,0.66,0.6583,0.8955,0.65915,2.4169366225,0.0558613225,2.3610753,1.53657909005687,0.7683
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,5,0.9027,0.9002,0.8991,0.9173,0.9131,0.9114,0.8391,0.8228,0.9073,0.8310,3.0215,0.0058,3.0157,1.73657241138975,0.8683
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,10,0.9227,0.9201,0.9188,0.9246,0.9223,0.9216,0.8561,0.8438,0.9217,0.8500,3.1387,0.0051,3.1335,1.77018049832967,0.8851
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,50,0.9286,0.9287,0.929,0.9287,0.9282,0.9285,0.8791,0.8696,0.928616666666667,0.8744,3.25068880111111,0.00294487111111115,3.24774393,1.80214980786837,0.9011
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,5,0.9078,0.8977,0.8915,0.9063,0.8924,0.8846,0.4993,0.5092,0.8967,0.5043,1.9627,0.1540,1.8087,1.34487081783592,0.6724
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,10,0.9083,0.8981,0.8918,0.9063,0.8923,0.8846,0.4984,0.5086,0.8969,0.5035,1.9611,0.1548,1.8064,1.34400766366863,0.672
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,50,0.9082,0.8981,0.8921,0.9064,0.8924,0.8847,0.5001,0.51,0.8970,0.50505,1.96569746777778,0.153611737777778,1.81208573,1.34613733697569,0.6731
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,5,0.963,0.9546,0.9494,0.9786,0.9694,0.9635,0.751,0.757,0.963083333333333,0.754,2.94837517361111,0.0437158402777776,2.90465933333333,1.70430611491402,0.8522
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,10,0.963,0.9546,0.9494,0.9786,0.9694,0.9635,0.751,0.757,0.963083333333333,0.754,2.94837517361111,0.0437158402777776,2.90465933333333,1.70430611491402,0.8522
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,50,0.963,0.9546,0.9494,0.9786,0.9694,0.9635,0.751,0.757,0.963083333333333,0.754,2.94837517361111,0.0437158402777776,2.90465933333333,1.70430611491402,0.8522
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,5,0.9686,0.9659,0.9644,0.9878,0.9834,0.9809,0.948,0.937,0.9752,0.943,3.67744544444445,0.00106711111111113,3.67637833333334,1.91738841483236,0.9587
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,10,0.9914,0.9884,0.9867,0.9959,0.9936,0.9923,0.9665,0.9599,0.9914,0.9632,3.8204,0.0008,3.8196,1.95438013361441,0.9772
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,50,0.9995,0.999,0.9986,0.9997,0.9993,0.9991,0.9903,0.9871,0.9992,0.9887,3.95174641,0.00011025,3.95163616,1.98787226953846,0.9939
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,5,0.9775,0.9658,0.9588,0.9779,0.9617,0.952,0.575,0.5857,0.9656,0.58035,2.39001293444445,0.148430404444445,2.24158253000001,1.49719154753158,0.7486
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,10,0.9783,0.9666,0.9593,0.9783,0.9622,0.9526,0.5836,0.5911,0.9662,0.5874,2.4136,0.1435,2.2700,1.50666168620121,0.7533
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,50,0.9783,0.9666,0.9593,0.9783,0.9622,0.9527,0.5833,0.5904,0.9662,0.5869,2.4121,0.1439,2.2681,1.50603324221834,0.753
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,5,0.9625,0.9544,0.9491,0.9782,0.969,0.9632,0.7505,0.759,0.962733333333333,0.75475,2.94974900027778,0.0432570669444443,2.90649193333334,1.70484366829728,0.8524
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,10,0.9625,0.9545,0.9491,0.9782,0.969,0.9632,0.7505,0.759,0.96275,0.75475,2.94980625,0.043264,2.90654225,1.70485842520721,0.8524
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,50,0.9625,0.9545,0.9491,0.9782,0.969,0.9632,0.7505,0.759,0.96275,0.75475,2.94980625,0.043264,2.90654225,1.70485842520721,0.8524
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,5,0.9686,0.9658,0.9644,0.9878,0.9833,0.9809,0.9471,0.9372,0.9751,0.9422,3.6760,0.0011,3.6749,1.91699960354717,0.9585
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,10,0.9914,0.9883,0.9867,0.9959,0.9936,0.9922,0.9659,0.96,0.9914,0.96295,3.81928849,0.00080656,3.81848193,1.95409363388759,0.977
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,50,0.9995,0.999,0.9986,0.9997,0.9993,0.9991,0.9903,0.9871,0.9992,0.9887,3.95174641,0.00011025,3.95163616,1.98787226953846,0.9939
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,5,0.9769,0.9653,0.958,0.978,0.9618,0.9523,0.5757,0.5902,0.965383333333333,0.5830,2.39733611111111,0.146255254444444,2.25108085666667,1.50036024229739,0.7502
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,10,0.9783,0.9666,0.9592,0.9782,0.9622,0.9527,0.5776,0.5926,0.9662,0.5851,2.4065,0.1452,2.2613,1.50376011384795,0.7519
20NG,from_organization_newsgroup_body,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,50,0.9781,0.9663,0.959,0.9783,0.9623,0.9529,0.5791,0.5945,0.96615,0.5868,2.4116537025,0.1439064225,2.26774728,1.50590414037548,0.753
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,5,0.9221,0.9106,0.9044,0.9547,0.9336,0.921,0.4659,0.4909,0.9244,0.4784,1.9678,0.1989,1.7689,1.33001196987095,0.665
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,10,0.9235,0.9114,0.9049,0.9548,0.9337,0.9211,0.4653,0.491,0.9249,0.47815,1.9685493025,0.1995855625,1.76896374,1.33002396219016,0.665
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,50,0.9235,0.9113,0.9049,0.9548,0.9337,0.9211,0.4612,0.491,0.9249,0.4761,1.96275430027778,0.201406480277777,1.76134782,1.32715779770154,0.6636
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,5,0.8825,0.875,0.8707,0.9419,0.9303,0.924,0.6125,0.6006,0.904066666666667,0.6066,2.28196271361111,0.0885161669444446,2.19344654666667,1.48102888110485,0.7405
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,10,0.9432,0.933,0.9274,0.9693,0.9594,0.9538,0.6799,0.6657,0.947683333333333,0.6728,2.62596623361111,0.0755608469444442,2.55040538666667,1.59699886871177,0.7985
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,50,0.9928,0.9862,0.9818,0.9955,0.9905,0.9871,0.8017,0.7867,0.9890,0.7942,3.1797,0.0379,3.1418,1.77251297691536,0.8863
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,5,0.9534,0.9313,0.9198,0.9652,0.9366,0.9215,0.4885,0.4927,0.9380,0.4906,2.0408,0.2001,1.8407,1.35671138665033,0.6784
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,10,0.9595,0.9354,0.923,0.9658,0.9373,0.9222,0.4903,0.4933,0.940533333333333,0.4918,2.05157877777778,0.201361604444444,1.85021717333334,1.36022688303582,0.6801
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,50,0.9606,0.9357,0.9231,0.9659,0.9374,0.9223,0.4891,0.4939,0.9408,0.4915,2.0516,0.2019,1.8497,1.3600287987147,0.68
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,5,0.9234,0.9102,0.9028,0.9602,0.9408,0.9285,0.4337,0.456,0.9277,0.44485,1.88375625,0.23309584,1.65066041,1.28478029639312,0.6424
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,10,0.9236,0.9103,0.9029,0.9602,0.9409,0.9285,0.433,0.4562,0.9277,0.4446,1.88329877777778,0.233417817777777,1.64988096,1.28447692077359,0.6422
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,50,0.9236,0.9103,0.903,0.9602,0.9409,0.9285,0.429,0.4561,0.92775,0.44255,1.87772209,0.23541904,1.64230305,1.28152372198099,0.6408
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,5,0.8885,0.8805,0.876,0.9458,0.934,0.9279,0.6124,0.5978,0.908783333333333,0.6051,2.29184274694444,0.0922235669444443,2.19961918,1.48311131746744,0.7416
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,10,0.9454,0.9354,0.9297,0.9719,0.9623,0.9568,0.6732,0.656,0.9503,0.6646,2.6077405225,0.0815959225,2.5261446,1.58938497539142,0.7947
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,50,0.9931,0.9868,0.9828,0.9961,0.9918,0.9888,0.8097,0.7944,0.9899,0.8021,3.2111,0.0353,3.1758,1.78207664818324,0.891
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,5,0.9525,0.9314,0.9197,0.9685,0.942,0.9274,0.4496,0.463,0.94025,0.4563,1.9503519025,0.2342076025,1.7161443,1.31001690828783,0.655
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,10,0.9572,0.9339,0.9217,0.9688,0.9422,0.9276,0.4573,0.464,0.9419,0.46065,1.9671465025,0.2316015625,1.73554494,1.31740082738702,0.6587
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,50,0.9585,0.9348,0.9219,0.9687,0.9422,0.9276,0.4549,0.464,0.9423,0.45945,1.96485633777778,0.233128027777777,1.73172831,1.31595148466803,0.658
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,5,0.9196,0.9058,0.8974,0.9583,0.9368,0.9229,0.3925,0.4171,0.9235,0.4048,1.7643,0.2690,1.4953,1.22281528722316,0.6114
20NG,from_organization_newsgroup_body,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,10,0.92,0.906,0.8975,0.9583,0.9369,0.923,0.3922,0.4174,0.923616666666667,0.4048,1.76469084027778,0.269170733611111,1.49552010666667,1.22291459500109,0.6115
