dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
SV,institution_age_comment,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,50,0.9668,0.96,0.9559,0.9787,0.9689,0.9631,0.6878,0.528,0.965566666666667,0.6079,2.47579735111111,0.127925444444445,2.34787190666667,1.53227670695168,0.7661
SV,institution_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,5,0.9351,0.9286,0.9241,0.9725,0.9628,0.9574,0.677,0.6423,0.9468,0.65965,2.58052096,0.08242641,2.49809455,1.58053615902959,0.7903
SV,institution_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,10,0.977,0.9719,0.9689,0.99,0.9853,0.9826,0.7673,0.6996,0.979283333333333,0.7335,2.93345547111111,0.0604340277777776,2.87302144333333,1.69499895083547,0.8475
SV,institution_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,50,0.998,0.9962,0.995,0.9994,0.9987,0.9981,0.895,0.8527,0.997566666666667,0.87385,3.50220034027778,0.0153058136111112,3.48689452666667,1.86732282336683,0.9337
SV,institution_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,5,0.9807,0.9744,0.9701,0.9902,0.9819,0.9766,0.6656,0.4726,0.9790,0.5691,2.3966,0.1680,2.2286,1.49283544304119,0.7464
SV,institution_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,10,0.9827,0.976,0.9714,0.9906,0.9826,0.9774,0.6911,0.5073,0.980116666666667,0.5992,2.49424113361111,0.145097506944445,2.34914362666667,1.5326916280409,0.7663
SV,institution_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,50,0.9827,0.9758,0.9712,0.9906,0.9826,0.9774,0.6921,0.5108,0.9801,0.6015,2.5011,0.1433,2.3578,1.5355143405387,0.7678
SV,institution_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,5,0.9668,0.9605,0.9567,0.9787,0.969,0.9633,0.668,0.5094,0.965833333333333,0.5887,2.41657388444444,0.142229551111111,2.27434433333333,1.50809294585358,0.754
SV,institution_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,10,0.9671,0.9601,0.956,0.9788,0.969,0.9633,0.6848,0.5246,0.965716666666667,0.6047,2.46620850694445,0.130333033611111,2.33587547333334,1.5283571157728,0.7642
SV,institution_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,50,0.9668,0.96,0.9559,0.9787,0.9689,0.9631,0.6878,0.528,0.965566666666667,0.6079,2.47579735111111,0.127925444444445,2.34787190666667,1.53227670695168,0.7661
SV,institution_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,5,0.9351,0.9286,0.9241,0.9725,0.9628,0.9574,0.677,0.6423,0.9468,0.65965,2.58052096,0.08242641,2.49809455,1.58053615902959,0.7903
SV,institution_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,10,0.977,0.9719,0.9689,0.99,0.9853,0.9826,0.7673,0.6996,0.979283333333333,0.7335,2.93345547111111,0.0604340277777776,2.87302144333333,1.69499895083547,0.8475
SV,institution_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,50,0.998,0.9962,0.995,0.9994,0.9987,0.9981,0.895,0.8527,0.997566666666667,0.87385,3.50220034027778,0.0153058136111112,3.48689452666667,1.86732282336683,0.9337
SV,institution_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,5,0.9807,0.9744,0.9701,0.9902,0.9819,0.9766,0.6656,0.4726,0.9790,0.5691,2.3966,0.1680,2.2286,1.49283544304119,0.7464
SV,institution_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,10,0.9827,0.976,0.9714,0.9906,0.9826,0.9774,0.6911,0.5073,0.980116666666667,0.5992,2.49424113361111,0.145097506944445,2.34914362666667,1.5326916280409,0.7663
SV,institution_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,50,0.9827,0.9758,0.9712,0.9906,0.9826,0.9774,0.6921,0.5108,0.9801,0.6015,2.5011,0.1433,2.3578,1.5355143405387,0.7678
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,5,0.9398,0.9268,0.9192,0.9754,0.9616,0.9524,0.3512,0.4005,0.9459,0.3759,1.7469,0.3249,1.4220,1.19248310120801,0.5962
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,10,0.942,0.928,0.9202,0.9755,0.9618,0.9526,0.3499,0.4014,0.946683333333333,0.3757,1.74856544444444,0.326079067777777,1.42248637666666,1.19268033297555,0.5963
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,50,0.942,0.9279,0.9199,0.9755,0.9617,0.9524,0.3453,0.4017,0.946566666666667,0.3735,1.74257600444445,0.328405404444445,1.41417060000001,1.18918905141277,0.5946
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,5,0.8956,0.8879,0.8827,0.9799,0.9701,0.9639,0.7507,0.7441,0.9300,0.7474,2.8137,0.0333,2.7804,1.66744649889184,0.8337
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,10,0.9722,0.9638,0.9584,0.9946,0.9908,0.9882,0.8507,0.8487,0.9780,0.8497,3.3405,0.0165,3.3240,1.82319126807913,0.9116
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,50,0.9994,0.9985,0.9978,0.9998,0.9996,0.9994,0.9708,0.9705,0.9991,0.9707,3.8798,0.0008,3.8790,1.96952810337908,0.9848
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,5,0.9583,0.9448,0.9367,0.9838,0.9692,0.9589,0.3258,0.3426,0.9586,0.3342,1.6714,0.3899,1.2815,1.13202418702075,0.566
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,10,0.962,0.9471,0.9387,0.984,0.9695,0.9593,0.3241,0.34,0.9601,0.33205,1.6696516225,0.3944468025,1.27520482,1.12924967124193,0.5646
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,50,0.9626,0.9478,0.9393,0.9841,0.9696,0.9594,0.3227,0.3393,0.9605,0.3310,1.6679,0.3962,1.2717,1.12767808645316,0.5638
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,5,0.9368,0.9242,0.9169,0.9749,0.9612,0.9522,0.4158,0.4244,0.9444,0.4201,1.8618,0.2749,1.5869,1.25972764781387,0.6299
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,10,0.9386,0.9249,0.9174,0.975,0.9613,0.9523,0.4144,0.4233,0.944916666666667,0.4189,1.85985952111111,0.276746137777778,1.58311338333333,1.25821833690871,0.6291
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,50,0.9388,0.9251,0.9176,0.975,0.9612,0.9521,0.4117,0.4219,0.944966666666667,0.4168,1.85440845444445,0.278960027777778,1.57544842666667,1.25516868454669,0.6276
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,5,0.8955,0.888,0.8827,0.9802,0.9704,0.9642,0.7487,0.7417,0.930166666666667,0.7452,2.80685346777778,0.0342126677777779,2.7726408,1.66512486018316,0.8326
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,10,0.9721,0.9636,0.9582,0.9946,0.9909,0.9883,0.85,0.8476,0.9780,0.8488,3.3370155625,0.0166797225,3.32033584,1.82217887157106,0.9111
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,50,0.9994,0.9985,0.9978,0.9998,0.9996,0.9994,0.971,0.9705,0.9991,0.97075,3.88024336111111,0.000802777777777759,3.87944058333333,1.96962955484866,0.9848
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,5,0.9581,0.9443,0.9357,0.9828,0.9675,0.9571,0.3534,0.361,0.9576,0.3572,1.72865521361111,0.360460146944444,1.36819506666667,1.16969870764512,0.5848
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,10,0.9621,0.9468,0.9378,0.9832,0.9682,0.9579,0.3505,0.3636,0.9593,0.3571,1.7329,0.3627,1.3701,1.17052119445428,0.5853
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,50,0.9624,0.9473,0.9384,0.9832,0.9681,0.9577,0.3506,0.3623,0.9595,0.3565,1.7318,0.3637,1.3681,1.16964903425487,0.5848
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,5,0.9365,0.9239,0.9169,0.9749,0.9611,0.9521,0.4106,0.4216,0.9442,0.4161,1.8505,0.2789,1.5716,1.25362752043819,0.6268
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,10,0.9384,0.9248,0.9174,0.975,0.9612,0.9523,0.4093,0.4209,0.94485,0.4151,1.8494640025,0.2806350625,1.56882894,1.25252901762794,0.6263
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,50,0.9387,0.925,0.9174,0.9749,0.9611,0.952,0.407,0.4198,0.94485,0.4134,1.8448430625,0.2824391025,1.56240396,1.24996158340967,0.625
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,5,0.8956,0.8881,0.8829,0.9803,0.9705,0.9644,0.7483,0.7413,0.9303,0.7448,2.8060,0.0344,2.7715,1.66479721287609,0.8324
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,10,0.9721,0.9636,0.9582,0.9947,0.9909,0.9883,0.8498,0.8474,0.9780,0.8486,3.3363,0.0167,3.3196,1.82197970716837,0.911
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9994,0.9985,0.9978,0.9998,0.9996,0.9994,0.971,0.9705,0.9991,0.97075,3.88024336111111,0.000802777777777759,3.87944058333333,1.96962955484866,0.9848
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.9577,0.9443,0.9358,0.983,0.9682,0.958,0.369,0.3714,0.957833333333333,0.3702,1.76367253444444,0.345312934444444,1.4183596,1.19094903333434,0.5955
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.9622,0.9468,0.938,0.9833,0.9687,0.9586,0.3652,0.3713,0.9596,0.3683,1.7631856225,0.3496948225,1.4134908,1.18890319202196,0.5945
SV,institution_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.9623,0.9472,0.9383,0.9833,0.9686,0.9585,0.3641,0.3705,0.9597,0.3673,1.7609,0.3509,1.4100,1.18743052007265,0.5937
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9573,0.9518,0.9485,0.9701,0.9609,0.9559,0.8908,0.8491,0.9574,0.8700,3.3393,0.0077,3.3316,1.8252721760512,0.9126
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9579,0.9521,0.9488,0.9701,0.961,0.9559,0.8908,0.8491,0.957633333333333,0.8700,3.34006084027778,0.00768836694444439,3.33237247333334,1.8254786970363,0.9127
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9581,0.9522,0.9489,0.9701,0.961,0.9559,0.8908,0.8491,0.9577,0.8700,3.3403045225,0.0077000625,3.33260446,1.82554223725445,0.9128
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,5,0.9591,0.9566,0.9552,0.9832,0.9775,0.9746,0.9813,0.9547,0.9677,0.9680,3.7469,0.0000,3.7469,1.9356999767526,0.9678
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,10,0.9897,0.9867,0.9851,0.9956,0.9929,0.9914,0.9897,0.9739,0.9902,0.9818,3.8889,0.0001,3.8888,1.97201530081961,0.986
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9992,0.9999,0.9997,0.9995,0.9982,0.9946,0.9996,0.9964,3.9840,0.0000,3.9840,1.99599743486809,0.998
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,5,0.9719,0.964,0.9592,0.9778,0.9639,0.9565,0.8717,0.7819,0.96555,0.8268,3.2125185225,0.0192515625,3.19326696,1.78697144912838,0.8935
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,10,0.9768,0.9677,0.9624,0.9782,0.9643,0.9569,0.871,0.7829,0.9677,0.82695,3.22082844444445,0.0198152544444445,3.20101319000001,1.7891375548012,0.8946
SV,institution_cah_age_comment,allenai/longformer-base-4096,1024,UMAP,30,N/A,N/A,50,0.977,0.968,0.9626,0.9782,0.9643,0.9569,0.8735,0.7847,0.967833333333333,0.8291,3.22896940444444,0.0192469377777777,3.20972246666666,1.79156983304215,0.8958
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,5,0.957,0.9513,0.948,0.97,0.9608,0.9557,0.8908,0.8491,0.957133333333333,0.8700,3.33823350694444,0.00760093361111105,3.33063257333333,1.82500207488466,0.9125
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,10,0.9576,0.9516,0.9483,0.97,0.9608,0.9557,0.8908,0.8491,0.957333333333333,0.8700,3.33896438027778,0.00763584694444439,3.33132853333334,1.82519273868086,0.9126
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PaCMAP,30,2,0.5,50,0.9578,0.9517,0.9483,0.97,0.9608,0.9557,0.8909,0.8491,0.957383333333333,0.8700,3.33932984694444,0.00763584694444439,3.331694,1.82529285321561,0.9126
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,5,0.9592,0.9566,0.9552,0.9832,0.9775,0.9746,0.9813,0.9547,0.9677,0.9680,3.7470,0.0000,3.7470,1.93571664593073,0.9679
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,10,0.9897,0.9867,0.9851,0.9956,0.9929,0.9914,0.9897,0.9739,0.9902,0.9818,3.8889,0.0001,3.8888,1.97201530081961,0.986
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9992,0.9999,0.9997,0.9995,0.9982,0.9946,0.9996,0.9964,3.9840,0.0000,3.9840,1.99599743486809,0.998
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,5,0.9724,0.9645,0.9597,0.9778,0.9639,0.9565,0.8704,0.7827,0.9658,0.8266,3.2125,0.0194,3.1931,1.78693255608599,0.8935
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,10,0.9768,0.9678,0.9624,0.9782,0.9644,0.957,0.8747,0.7854,0.9678,0.8301,3.2321,0.0190,3.2132,1.79253420794881,0.8963
SV,institution_cah_age_comment,allenai/longformer-base-4096,2048,UMAP,30,N/A,N/A,50,0.9768,0.9678,0.9625,0.9782,0.9643,0.957,0.8723,0.7845,0.9678,0.8284,3.2262,0.0194,3.2068,1.79075169319107,0.8954
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,5,0.957,0.9513,0.948,0.97,0.9608,0.9557,0.8908,0.8491,0.957133333333333,0.8700,3.33823350694444,0.00760093361111105,3.33063257333333,1.82500207488466,0.9125
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,10,0.9576,0.9516,0.9483,0.97,0.9608,0.9557,0.8908,0.8491,0.957333333333333,0.8700,3.33896438027778,0.00763584694444439,3.33132853333334,1.82519273868086,0.9126
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PaCMAP,30,2,0.5,50,0.9578,0.9517,0.9483,0.97,0.9608,0.9557,0.8909,0.8491,0.957383333333333,0.8700,3.33932984694444,0.00763584694444439,3.331694,1.82529285321561,0.9126
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,5,0.9592,0.9566,0.9552,0.9832,0.9775,0.9746,0.9813,0.9547,0.9677,0.9680,3.7470,0.0000,3.7470,1.93571664593073,0.9679
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,10,0.9897,0.9867,0.9851,0.9956,0.9929,0.9914,0.9897,0.9739,0.9902,0.9818,3.8889,0.0001,3.8888,1.97201530081961,0.986
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9992,0.9999,0.9997,0.9995,0.9982,0.9946,0.9996,0.9964,3.9840,0.0000,3.9840,1.99599743486809,0.998
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,5,0.9724,0.9645,0.9597,0.9778,0.9639,0.9565,0.8704,0.7827,0.9658,0.8266,3.2125,0.0194,3.1931,1.78693255608599,0.8935
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,10,0.9768,0.9678,0.9624,0.9782,0.9644,0.957,0.8747,0.7854,0.9678,0.8301,3.2321,0.0190,3.2132,1.79253420794881,0.8963
SV,institution_cah_age_comment,allenai/longformer-base-4096,4096,UMAP,30,N/A,N/A,50,0.9768,0.9678,0.9625,0.9782,0.9643,0.957,0.8723,0.7845,0.9678,0.8284,3.2262,0.0194,3.2068,1.79075169319107,0.8954
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,5,0.9378,0.9285,0.9231,0.9641,0.9491,0.94,0.5953,0.6147,0.9404,0.6050,2.3884,0.1125,2.2758,1.50859161692841,0.7543
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,10,0.9378,0.9285,0.9231,0.9641,0.9491,0.94,0.5954,0.6147,0.9404,0.6051,2.3885,0.1125,2.2760,1.50865395413704,0.7543
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PaCMAP,30,2,0.5,50,0.9378,0.9285,0.9232,0.9641,0.9491,0.94,0.5954,0.6147,0.9405,0.6051,2.3886,0.1125,2.2761,1.50866732250685,0.7543
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,5,0.9356,0.9322,0.9301,0.9796,0.9714,0.9669,0.8135,0.8144,0.9526,0.8140,3.1208,0.0192,3.1016,1.76113134282105,0.8806
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,10,0.9825,0.9781,0.9753,0.9943,0.9902,0.9877,0.8766,0.8804,0.9847,0.8785,3.4715,0.0113,3.4602,1.86015516377891,0.9301
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,PCA,N/A,N/A,N/A,50,0.9998,0.9994,0.9991,0.9999,0.9996,0.9995,0.9728,0.9759,0.9996,0.9744,3.8963,0.0006,3.8956,1.97373913423228,0.9869
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,5,0.9587,0.9478,0.9408,0.9683,0.9486,0.9376,0.5452,0.5748,0.9503,0.5600,2.2810,0.1523,2.1287,1.45899691569242,0.7295
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,10,0.9675,0.9537,0.9457,0.9687,0.9491,0.9381,0.5492,0.5761,0.9538,0.5627,2.2996,0.1530,2.1466,1.4651355841696,0.7326
SV,institution_cah_age_comment,google-bert/bert-base-uncased,128,UMAP,30,N/A,N/A,50,0.9681,0.9543,0.9462,0.9687,0.949,0.938,0.5473,0.5753,0.95405,0.5613,2.2962856225,0.1542525625,2.14203306,1.46356860447333,0.7318
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,5,0.9378,0.9288,0.9236,0.9618,0.9466,0.9373,0.599,0.6151,0.9393,0.60705,2.39124986777778,0.110401137777778,2.28084873,1.51024790349134,0.7551
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,10,0.9378,0.9288,0.9236,0.9618,0.9466,0.9373,0.599,0.6151,0.9393,0.60705,2.39124986777778,0.110401137777778,2.28084873,1.51024790349134,0.7551
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PaCMAP,30,2,0.5,50,0.9379,0.9289,0.9236,0.9618,0.9466,0.9373,0.5989,0.615,0.9394,0.60695,2.39104369,0.11048976,2.28055393,1.51015030046681,0.7551
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,5,0.9359,0.9326,0.9304,0.9795,0.9713,0.9667,0.8131,0.8138,0.9527,0.8135,3.1194,0.0194,3.1000,1.7606827425746,0.8803
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,10,0.9825,0.978,0.9752,0.9943,0.9901,0.9876,0.8762,0.8798,0.984616666666667,0.8780,3.46934084694445,0.0113671136111112,3.45797373333334,1.8595627801538,0.9298
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,PCA,N/A,N/A,N/A,50,0.9998,0.9994,0.9991,0.9999,0.9996,0.9994,0.9728,0.9757,0.9995,0.9743,3.8958,0.0006,3.8952,1.97362139226347,0.9868
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,5,0.9582,0.9471,0.9402,0.9685,0.949,0.9381,0.5644,0.5861,0.950183333333333,0.5753,2.32694685444444,0.140575004444444,2.18637185,1.47863851228081,0.7393
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,10,0.9664,0.953,0.945,0.9689,0.9494,0.9385,0.5669,0.5865,0.953533333333333,0.5767,2.34161405444444,0.142003361111111,2.19961069333333,1.48310845636229,0.7416
SV,institution_cah_age_comment,google-bert/bert-base-uncased,256,UMAP,30,N/A,N/A,50,0.967,0.9533,0.9453,0.9689,0.9494,0.9386,0.5674,0.5867,0.95375,0.5771,2.34334864,0.14190289,2.20144575,1.48372697960238,0.7419
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,5,0.9375,0.9285,0.9232,0.9628,0.9476,0.9384,0.6017,0.6181,0.9397,0.6099,2.4012,0.1087,2.2924,1.51407093625101,0.757
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,10,0.9376,0.9286,0.9232,0.9628,0.9476,0.9384,0.6017,0.6181,0.9397,0.6099,2.4013,0.1088,2.2925,1.51409779076518,0.757
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PaCMAP,30,2,0.5,50,0.9376,0.9286,0.9232,0.9628,0.9476,0.9384,0.6017,0.6181,0.9397,0.6099,2.4013,0.1088,2.2925,1.51409779076518,0.757
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,5,0.9362,0.9328,0.9307,0.9796,0.9713,0.9668,0.8141,0.8142,0.9529,0.8142,3.1225,0.0193,3.1032,1.76159420412307,0.8808
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,10,0.9826,0.978,0.9753,0.9943,0.9902,0.9876,0.8767,0.8799,0.984666666666667,0.8783,3.47064480111111,0.0113138677777778,3.45933093333333,1.8599276688445,0.93
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,PCA,N/A,N/A,N/A,50,0.9998,0.9994,0.9991,0.9999,0.9996,0.9994,0.9728,0.9757,0.9995,0.9743,3.8958,0.0006,3.8952,1.97362139226347,0.9868
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,5,0.9583,0.9472,0.9404,0.9685,0.949,0.9381,0.5672,0.5875,0.95025,0.5774,2.33356176,0.13905441,2.19450735,1.48138696835094,0.7407
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,10,0.967,0.9532,0.9453,0.969,0.9495,0.9386,0.5687,0.5876,0.953766666666667,0.5782,2.34676867361111,0.141087880277778,2.20568079333333,1.48515345783974,0.7426
SV,institution_cah_age_comment,google-bert/bert-base-uncased,512,UMAP,30,N/A,N/A,50,0.9669,0.9534,0.9454,0.969,0.9495,0.9386,0.5699,0.5883,0.9538,0.5791,2.34978241,0.14040009,2.20938232,1.48639911194807,0.7432
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,5,0.9624,0.9545,0.9496,0.9693,0.9577,0.9507,0.8565,0.8004,0.9574,0.8285,3.1891,0.0166,3.1725,1.78115739338218,0.8906
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,10,0.9674,0.9582,0.9528,0.9697,0.9582,0.9512,0.8571,0.8008,0.9596,0.8290,3.1989,0.0171,3.1818,1.78375626604832,0.8919
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,50,0.9674,0.9582,0.9528,0.9697,0.9582,0.9512,0.8571,0.8008,0.9596,0.8290,3.1989,0.0171,3.1818,1.78375626604832,0.8919
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,5,0.952,0.9488,0.947,0.9843,0.9776,0.9739,0.9393,0.9105,0.963933333333333,0.9249,3.56769136111111,0.00152360111111108,3.56616776,1.88842997222561,0.9442
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,10,0.9894,0.9863,0.9844,0.996,0.9931,0.9912,0.9641,0.947,0.990066666666667,0.95555,3.78542421361111,0.0011914002777778,3.78423281333333,1.9453104670806,0.9727
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,50,0.9998,0.9995,0.9992,0.9999,0.9997,0.9995,0.9911,0.9867,0.9996,0.9889,3.9541,0.0001,3.9540,1.98847121176043,0.9942
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,5,0.968,0.9581,0.9521,0.9741,0.9564,0.9464,0.7962,0.7349,0.959183333333333,0.7656,2.97470507111111,0.0374938677777776,2.93721120333333,1.71382939738275,0.8569
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,10,0.9747,0.9636,0.9571,0.975,0.9575,0.9474,0.7988,0.7365,0.96255,0.7677,2.99359204,0.03798601,2.95560603,1.71918760756353,0.8596
SV,institution_cah_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,50,0.9747,0.9634,0.957,0.975,0.9575,0.9474,0.7978,0.7358,0.9625,0.7668,2.99047849,0.03829849,2.95218,1.71819090906686,0.8591
