dataset,additional_info,embedding_model,embedding_max_length,dr_method,dr_parameter,mn_ratio,fp_ratio,dimension_size,trustworthiness_ten_neigh,trustworthiness_fifty_neigh,trustworthiness_hundred_neigh,continuity_ten_neigh,continuity_fifty_neigh,continuity_hundred_neigh,pearson_corr,spearman_corr,ALS,AGS,Q,B,Q-B,NUM,Ss
SV,question_age_comment,google/bigbird-roberta-base,1024,PaCMAP,30,2,0.5,50,0.932,0.9191,0.9123,0.9462,0.9271,0.9169,0.6764,0.6512,0.9256,0.6638,2.52619236,0.06853924,2.45765312,1.56769037759374,0.7838
SV,question_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,5,0.935,0.9318,0.9297,0.9806,0.9728,0.9684,0.9123,0.8782,0.95305,0.8953,3.41621289,0.00334084,3.41287205,1.84739601872473,0.9237
SV,question_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,10,0.9829,0.9783,0.9757,0.9948,0.9912,0.9889,0.945,0.9232,0.9853,0.9341,3.68409636,0.00262144,3.68147492,1.91871699841326,0.9594
SV,question_age_comment,google/bigbird-roberta-base,1024,PCA,N/A,N/A,N/A,50,0.9997,0.9992,0.9988,0.9998,0.9996,0.9993,0.9873,0.9829,0.9994,0.9851,3.9382,0.0002,3.9380,1.98444847753727,0.9922
SV,question_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,5,0.9487,0.9361,0.929,0.9683,0.9481,0.9368,0.6431,0.6425,0.9445,0.6428,2.51952129,0.09102289,2.4284984,1.55836401395823,0.7792
SV,question_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,10,0.9628,0.9476,0.9386,0.9693,0.9486,0.9369,0.6254,0.6463,0.9506,0.6359,2.5169,0.0991,2.4178,1.55494077700728,0.7775
SV,question_age_comment,google/bigbird-roberta-base,1024,UMAP,30,N/A,N/A,50,0.9628,0.9474,0.9386,0.9693,0.9486,0.9369,0.6314,0.6462,0.9506,0.6388,2.5262,0.0972,2.4290,1.55851632009421,0.7793
SV,question_age_comment,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,5,0.9281,0.915,0.9084,0.9451,0.9284,0.9192,0.702,0.6551,0.924033333333333,0.67855,2.56827334027778,0.0602620669444443,2.50801127333334,1.5836701908331,0.7918
SV,question_age_comment,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,10,0.9305,0.9176,0.911,0.9453,0.9286,0.9194,0.7022,0.6552,0.9254,0.6787,2.57313681,0.06086089,2.51227592,1.58501606301009,0.7925
SV,question_age_comment,google/bigbird-roberta-base,2048,PaCMAP,30,2,0.5,50,0.9307,0.918,0.9114,0.9454,0.9286,0.9195,0.7012,0.6553,0.9256,0.6783,2.5723348225,0.0611820225,2.5111528,1.5846617304649,0.7923
SV,question_age_comment,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,5,0.935,0.9318,0.9297,0.9806,0.9728,0.9684,0.9123,0.8782,0.95305,0.8953,3.41621289,0.00334084,3.41287205,1.84739601872473,0.9237
SV,question_age_comment,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,10,0.9829,0.9783,0.9757,0.9948,0.9912,0.9889,0.945,0.9232,0.9853,0.9341,3.68409636,0.00262144,3.68147492,1.91871699841326,0.9594
SV,question_age_comment,google/bigbird-roberta-base,2048,PCA,N/A,N/A,N/A,50,0.9997,0.9992,0.9988,0.9998,0.9996,0.9993,0.9873,0.9829,0.9994,0.9851,3.9382,0.0002,3.9380,1.98444847753727,0.9922
SV,question_age_comment,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,5,0.9495,0.9371,0.9297,0.9683,0.9481,0.9368,0.6376,0.6441,0.9449,0.6409,2.5147,0.0925,2.4222,1.55634166664436,0.7782
SV,question_age_comment,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,10,0.9628,0.9474,0.9385,0.9692,0.9484,0.9366,0.6259,0.6465,0.9505,0.6362,2.5176,0.0988,2.4188,1.55524595696844,0.7776
SV,question_age_comment,google/bigbird-roberta-base,2048,UMAP,30,N/A,N/A,50,0.9628,0.9475,0.9386,0.9693,0.949,0.9374,0.6336,0.6462,0.950766666666667,0.6399,2.53022044444445,0.0966380844444447,2.43358236000001,1.5599943461436,0.78
SV,question_age_comment,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,5,0.9281,0.915,0.9084,0.9451,0.9284,0.9192,0.702,0.6551,0.924033333333333,0.67855,2.56827334027778,0.0602620669444443,2.50801127333334,1.5836701908331,0.7918
SV,question_age_comment,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,10,0.9305,0.9176,0.911,0.9453,0.9286,0.9194,0.7022,0.6552,0.9254,0.6787,2.57313681,0.06086089,2.51227592,1.58501606301009,0.7925
SV,question_age_comment,google/bigbird-roberta-base,4096,PaCMAP,30,2,0.5,50,0.9307,0.918,0.9114,0.9454,0.9286,0.9195,0.7012,0.6553,0.9256,0.6783,2.5723348225,0.0611820225,2.5111528,1.5846617304649,0.7923
SV,question_age_comment,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,5,0.935,0.9318,0.9297,0.9806,0.9728,0.9684,0.9123,0.8782,0.95305,0.8953,3.41621289,0.00334084,3.41287205,1.84739601872473,0.9237
SV,question_age_comment,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,10,0.9829,0.9783,0.9757,0.9948,0.9912,0.9889,0.945,0.9232,0.9853,0.9341,3.68409636,0.00262144,3.68147492,1.91871699841326,0.9594
SV,question_age_comment,google/bigbird-roberta-base,4096,PCA,N/A,N/A,N/A,50,0.9997,0.9992,0.9988,0.9998,0.9996,0.9993,0.9873,0.9829,0.9994,0.9851,3.9382,0.0002,3.9380,1.98444847753727,0.9922
SV,question_age_comment,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,5,0.9495,0.9371,0.9297,0.9683,0.9481,0.9368,0.6376,0.6441,0.9449,0.6409,2.5147,0.0925,2.4222,1.55634166664436,0.7782
SV,question_age_comment,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,10,0.9628,0.9474,0.9385,0.9692,0.9484,0.9366,0.6259,0.6465,0.9505,0.6362,2.5176,0.0988,2.4188,1.55524595696844,0.7776
SV,question_age_comment,google/bigbird-roberta-base,4096,UMAP,30,N/A,N/A,50,0.9628,0.9475,0.9386,0.9693,0.949,0.9374,0.6336,0.6462,0.950766666666667,0.6399,2.53022044444445,0.0966380844444447,2.43358236000001,1.5599943461436,0.78
SV,question_age_comment,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,5,0.944,0.9329,0.9264,0.969,0.9533,0.9432,0.3359,0.3399,0.9448,0.3379,1.64531929,0.36832761,1.27699168,1.13004056564355,0.565
SV,question_age_comment,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,10,0.9443,0.9331,0.9265,0.9693,0.9534,0.9432,0.3376,0.35,0.9450,0.3438,1.66091952111111,0.361401361111111,1.29951816,1.13996410469804,0.57
SV,question_age_comment,intfloat/e5-small-v2,128,PaCMAP,30,2,0.5,50,0.944,0.933,0.9264,0.9692,0.9531,0.9428,0.3396,0.3543,0.94475,0.3470,1.66848889,0.35736484,1.31112405,1.14504325245818,0.5725
SV,question_age_comment,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,5,0.9238,0.9199,0.9172,0.9759,0.9672,0.9625,0.6299,0.6064,0.9444,0.6182,2.4416,0.1064,2.3352,1.52812455316967,0.7641
SV,question_age_comment,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,10,0.9675,0.9609,0.9569,0.9904,0.9851,0.982,0.6992,0.6719,0.9738,0.6856,2.7534,0.0831,2.6704,1.63412189263837,0.8171
SV,question_age_comment,intfloat/e5-small-v2,128,PCA,N/A,N/A,N/A,50,0.9969,0.9942,0.9923,0.9994,0.9987,0.9981,0.8774,0.8559,0.9966,0.8667,3.4717,0.0169,3.4548,1.85871287723521,0.9294
SV,question_age_comment,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,5,0.9655,0.9538,0.9449,0.9808,0.9668,0.957,0.3318,0.3053,0.9615,0.3186,1.6384,0.4133,1.2251,1.1068427289668,0.5534
SV,question_age_comment,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,10,0.9689,0.9561,0.9468,0.9809,0.9668,0.957,0.322,0.2839,0.9628,0.30295,1.60199649,0.43533604,1.16666045,1.08012057197333,0.5401
SV,question_age_comment,intfloat/e5-small-v2,128,UMAP,30,N/A,N/A,50,0.9693,0.9562,0.9469,0.981,0.967,0.9572,0.3217,0.2837,0.962933333333333,0.3027,1.60182773444444,0.435908054444444,1.16591968,1.07977760673205,0.5399
SV,question_age_comment,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,5,0.946,0.9354,0.9288,0.969,0.9536,0.9437,0.3429,0.3527,0.946083333333333,0.3478,1.67413408027778,0.357942946944444,1.31619113333334,1.14725373537563,0.5736
SV,question_age_comment,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,10,0.9466,0.9358,0.929,0.969,0.9531,0.9429,0.344,0.3556,0.946066666666667,0.3498,1.67927041777778,0.355533937777778,1.32373648,1.15053747440055,0.5753
SV,question_age_comment,intfloat/e5-small-v2,256,PaCMAP,30,2,0.5,50,0.9467,0.9359,0.9291,0.9689,0.9531,0.9428,0.346,0.3598,0.9461,0.3529,1.68735770027778,0.351866466944444,1.33549123333334,1.15563455873098,0.5778
SV,question_age_comment,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,5,0.926,0.9223,0.9198,0.976,0.9674,0.9627,0.6392,0.6173,0.9457,0.6283,2.4773186025,0.1007745025,2.3765441,1.541604391535,0.7708
SV,question_age_comment,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,10,0.9675,0.9613,0.9575,0.9903,0.9851,0.9821,0.701,0.675,0.9740,0.688,2.76213320111111,0.0817769344444446,2.68035626666667,1.63717936301026,0.8186
SV,question_age_comment,intfloat/e5-small-v2,256,PCA,N/A,N/A,N/A,50,0.997,0.9943,0.9925,0.9994,0.9986,0.998,0.8753,0.8535,0.996633333333333,0.8644,3.46344506777778,0.0174856544444444,3.44595941333334,1.85632955407528,0.9282
SV,question_age_comment,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,5,0.9666,0.9551,0.9464,0.9806,0.9664,0.9566,0.3481,0.3283,0.9620,0.3382,1.6904,0.3891,1.3013,1.14075674882948,0.5704
SV,question_age_comment,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,10,0.9697,0.9572,0.9481,0.9807,0.9663,0.9564,0.3357,0.3017,0.9631,0.3187,1.6429,0.4152,1.2277,1.10802409119417,0.554
SV,question_age_comment,intfloat/e5-small-v2,256,UMAP,30,N/A,N/A,50,0.97,0.9571,0.9479,0.9807,0.9665,0.9566,0.3354,0.3004,0.963133333333333,0.3179,1.64104640111111,0.416326054444444,1.22472034666667,1.10667083934956,0.5533
SV,question_age_comment,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,5,0.9453,0.9348,0.9283,0.9689,0.9535,0.9436,0.3358,0.3393,0.9457,0.3376,1.6468,0.3699,1.2769,1.13001289668157,0.565
SV,question_age_comment,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,10,0.946,0.9352,0.9286,0.9689,0.9531,0.9429,0.3367,0.3428,0.945783333333333,0.3398,1.65259595111111,0.367276401111111,1.28531955,1.13371934357671,0.5669
SV,question_age_comment,intfloat/e5-small-v2,512,PaCMAP,30,2,0.5,50,0.9459,0.9352,0.9286,0.9688,0.9529,0.9426,0.3387,0.3471,0.9457,0.3429,1.6604,0.3633,1.2971,1.13889262004809,0.5694
SV,question_age_comment,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,5,0.9261,0.9225,0.92,0.976,0.9674,0.9627,0.6421,0.62,0.945783333333333,0.63105,2.48640336111111,0.0990570711111109,2.38734629,1.54510397384771,0.7726
SV,question_age_comment,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,10,0.9677,0.9616,0.9577,0.9904,0.9852,0.9821,0.7049,0.6789,0.9741,0.6919,2.7756,0.0796,2.6960,1.64193948934383,0.821
SV,question_age_comment,intfloat/e5-small-v2,512,PCA,N/A,N/A,N/A,50,0.9971,0.9944,0.9925,0.9994,0.9986,0.9981,0.8773,0.8559,0.9967,0.8666,3.4718,0.0169,3.4549,1.85873696543289,0.9294
SV,question_age_comment,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,5,0.9665,0.9551,0.9463,0.9806,0.9666,0.9569,0.3415,0.3191,0.9620,0.3303,1.6700,0.3990,1.2710,1.12738387428595,0.5637
SV,question_age_comment,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,10,0.9696,0.9569,0.9475,0.9807,0.9666,0.957,0.3355,0.3051,0.9631,0.3203,1.6470,0.4131,1.2339,1.11079235683363,0.5554
SV,question_age_comment,intfloat/e5-small-v2,512,UMAP,30,N/A,N/A,50,0.9701,0.9572,0.9478,0.9808,0.9668,0.9572,0.3303,0.2963,0.9633,0.3133,1.6298,0.4225,1.2072,1.0987394807991,0.5494
SV,question_age_comment,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,5,0.9536,0.9429,0.9363,0.9668,0.9478,0.936,0.3737,0.3449,0.9472,0.3593,1.7070,0.3457,1.3614,1.16677493402398,0.5834
SV,question_age_comment,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,10,0.9555,0.9444,0.9377,0.9671,0.9479,0.936,0.3707,0.3346,0.9481,0.3527,1.6920,0.3546,1.3374,1.15645573196729,0.5782
SV,question_age_comment,qwen3-embedding:8b,1024,PaCMAP,30,2,0.5,50,0.9555,0.9443,0.9376,0.9671,0.948,0.9362,0.3722,0.3361,0.948116666666667,0.3542,1.69589847111111,0.352796401111111,1.34310207,1.15892280588484,0.5795
SV,question_age_comment,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,5,0.9184,0.9139,0.9111,0.9769,0.967,0.9614,0.5954,0.5723,0.94145,0.5839,2.32654009,0.12787776,2.19866233,1.48278870038856,0.7414
SV,question_age_comment,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,10,0.9723,0.9655,0.9615,0.9923,0.9873,0.9841,0.6778,0.6526,0.9772,0.6652,2.6974,0.0973,2.6000,1.61246552417925,0.8062
SV,question_age_comment,qwen3-embedding:8b,1024,PCA,N/A,N/A,N/A,50,0.9978,0.9955,0.9938,0.9995,0.9988,0.9983,0.8542,0.8302,0.9973,0.8422,3.3837,0.0241,3.3596,1.83293428505589,0.9165
SV,question_age_comment,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,5,0.9712,0.9593,0.9512,0.975,0.9577,0.9465,0.3749,0.3578,0.96015,0.3664,1.75960225,0.35259844,1.40700381,1.18617191418445,0.5931
SV,question_age_comment,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,10,0.9766,0.9636,0.9547,0.9755,0.9585,0.9475,0.376,0.3584,0.9627,0.3672,1.76872267111111,0.354659951111111,1.41406272,1.18914369190607,0.5946
SV,question_age_comment,qwen3-embedding:8b,1024,UMAP,30,N/A,N/A,50,0.9768,0.9639,0.955,0.9755,0.9586,0.9475,0.3752,0.3579,0.962883333333333,0.3666,1.76739298777778,0.355613444444444,1.41177954333334,1.1881832953435,0.5941
SV,question_age_comment,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,5,0.9548,0.944,0.9373,0.9672,0.9481,0.9363,0.3691,0.3355,0.94795,0.3523,1.6906500625,0.3547989225,1.33585114,1.1557902664411,0.5779
SV,question_age_comment,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,10,0.9557,0.9448,0.938,0.9674,0.948,0.9361,0.3681,0.3316,0.948333333333333,0.3499,1.68527996694444,0.358182300277777,1.32709766666666,1.15199725115412,0.576
SV,question_age_comment,qwen3-embedding:8b,2048,PaCMAP,30,2,0.5,50,0.9556,0.9447,0.9379,0.9674,0.9481,0.9363,0.3692,0.3323,0.9483,0.3508,1.6876,0.3571,1.3305,1.15347807376935,0.5767
SV,question_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,5,0.9184,0.9139,0.9111,0.9769,0.967,0.9614,0.5954,0.5724,0.94145,0.5839,2.3266926225,0.1278420025,2.19885062,1.4828521908808,0.7414
SV,question_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,10,0.9723,0.9655,0.9615,0.9923,0.9873,0.9841,0.6778,0.6526,0.9772,0.6652,2.6974,0.0973,2.6000,1.61246552417925,0.8062
SV,question_age_comment,qwen3-embedding:8b,2048,PCA,N/A,N/A,N/A,50,0.9978,0.9955,0.9938,0.9995,0.9988,0.9983,0.8542,0.8302,0.9973,0.8422,3.3837,0.0241,3.3596,1.83293428505589,0.9165
SV,question_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,5,0.9712,0.9594,0.9511,0.9749,0.9576,0.9466,0.377,0.3614,0.9601,0.3692,1.76712711111111,0.349202204444444,1.41792490666667,1.19076652063562,0.5954
SV,question_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,10,0.9765,0.9636,0.9548,0.9755,0.9585,0.9475,0.3754,0.3573,0.9627,0.3664,1.7665,0.3557,1.4108,1.18776657078176,0.5939
SV,question_age_comment,qwen3-embedding:8b,2048,UMAP,30,N/A,N/A,50,0.9769,0.9638,0.9549,0.9756,0.9586,0.9476,0.3763,0.3559,0.9629,0.3661,1.7662,0.3562,1.4101,1.18746400366495,0.5937
SV,question_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,5,0.9548,0.944,0.9373,0.9672,0.9481,0.9363,0.3691,0.3355,0.94795,0.3523,1.6906500625,0.3547989225,1.33585114,1.1557902664411,0.5779
SV,question_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,10,0.9557,0.9448,0.938,0.9674,0.948,0.9361,0.3681,0.3316,0.948333333333333,0.3499,1.68527996694444,0.358182300277777,1.32709766666666,1.15199725115412,0.576
SV,question_age_comment,qwen3-embedding:8b,4096,PaCMAP,30,2,0.5,50,0.9556,0.9447,0.9379,0.9674,0.9481,0.9363,0.3692,0.3323,0.9483,0.3508,1.6876,0.3571,1.3305,1.15347807376935,0.5767
SV,question_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,5,0.9184,0.9139,0.9111,0.9769,0.967,0.9614,0.5954,0.5724,0.94145,0.5839,2.3266926225,0.1278420025,2.19885062,1.4828521908808,0.7414
SV,question_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,10,0.9723,0.9655,0.9615,0.9923,0.9873,0.9841,0.6778,0.6526,0.9772,0.6652,2.6974,0.0973,2.6000,1.61246552417925,0.8062
SV,question_age_comment,qwen3-embedding:8b,4096,PCA,N/A,N/A,N/A,50,0.9978,0.9955,0.9938,0.9995,0.9988,0.9983,0.8542,0.8302,0.9973,0.8422,3.3837,0.0241,3.3596,1.83293428505589,0.9165
SV,question_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,5,0.9712,0.9594,0.9511,0.9749,0.9576,0.9466,0.377,0.3614,0.9601,0.3692,1.76712711111111,0.349202204444444,1.41792490666667,1.19076652063562,0.5954
SV,question_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,10,0.9765,0.9636,0.9548,0.9755,0.9585,0.9475,0.3754,0.3573,0.9627,0.3664,1.7665,0.3557,1.4108,1.18776657078176,0.5939
SV,question_age_comment,qwen3-embedding:8b,4096,UMAP,30,N/A,N/A,50,0.9769,0.9638,0.9549,0.9756,0.9586,0.9476,0.3763,0.3559,0.9629,0.3661,1.7662,0.3562,1.4101,1.18746400366495,0.5937
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,5,0.9369,0.9232,0.9147,0.9694,0.9509,0.9386,0.3357,0.3534,0.9390,0.3446,1.6474,0.3533,1.2941,1.13756797159554,0.5688
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,10,0.9468,0.9318,0.9226,0.97,0.9516,0.9394,0.3347,0.3539,0.9437,0.3443,1.658944,0.35928036,1.29966364,1.140027911939,0.57
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PaCMAP,30,2,0.5,50,0.9468,0.9318,0.9226,0.97,0.9517,0.9394,0.3354,0.3539,0.943716666666667,0.3447,1.65988866777778,0.358880871111111,1.30100779666667,1.14061728755384,0.5703
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,5,0.8887,0.8829,0.8795,0.9792,0.97,0.9648,0.6059,0.5946,0.927516666666667,0.6003,2.33407098777778,0.107103471111111,2.22696751666667,1.49230275636905,0.7462
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,10,0.9608,0.9523,0.9473,0.9935,0.9895,0.9871,0.7063,0.6934,0.9718,0.6999,2.7942,0.0739,2.7203,1.64933833703094,0.8247
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,PCA,N/A,N/A,N/A,50,0.9992,0.9981,0.9972,0.9997,0.9995,0.9994,0.9244,0.9176,0.9989,0.9210,3.6858,0.0061,3.6798,1.91827094019588,0.9591
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,5,0.9608,0.9439,0.9328,0.972,0.9516,0.9382,0.3685,0.3635,0.949883333333333,0.3660,1.73154894694444,0.340919746944444,1.3906292,1.17924942230217,0.5896
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,10,0.9661,0.9487,0.9371,0.9724,0.952,0.9386,0.3655,0.362,0.952483333333333,0.36375,1.73247018777778,0.346606937777777,1.38586325,1.17722693224374,0.5886
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,128,UMAP,30,N/A,N/A,50,0.9663,0.9487,0.9371,0.9726,0.9522,0.9389,0.3669,0.3634,0.9526,0.3652,1.7366,0.3451,1.3914,1.17958308171433,0.5898
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,5,0.9399,0.9263,0.9177,0.9696,0.9516,0.9396,0.3514,0.3678,0.9408,0.3596,1.6910,0.3378,1.3532,1.16328102652225,0.5816
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,10,0.9469,0.9318,0.9226,0.9702,0.9522,0.9403,0.3509,0.3687,0.9440,0.3598,1.6999,0.3413,1.3586,1.16559203840795,0.5828
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PaCMAP,30,2,0.5,50,0.9469,0.9318,0.9226,0.9702,0.9522,0.9403,0.3516,0.3687,0.9440,0.3602,1.7008,0.3409,1.3599,1.16615882280245,0.5831
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,5,0.8905,0.8852,0.8816,0.9797,0.9708,0.9656,0.6156,0.602,0.9289,0.6088,2.36452129,0.10246401,2.26205728,1.50401372334165,0.752
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,10,0.9612,0.9528,0.9478,0.9937,0.9897,0.9874,0.7138,0.6996,0.9721,0.7067,2.8184,0.0704,2.7479,1.65768883690517,0.8288
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,PCA,N/A,N/A,N/A,50,0.9992,0.9981,0.9973,0.9997,0.9995,0.9994,0.9261,0.9193,0.9989,0.9227,3.6924,0.0058,3.6866,1.92005653388991,0.96
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,5,0.961,0.9444,0.9331,0.9724,0.9522,0.939,0.3771,0.3727,0.95035,0.3749,1.7562875625,0.3311427025,1.42514486,1.19379431226656,0.5969
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,10,0.966,0.9487,0.9374,0.9731,0.953,0.9398,0.3776,0.3737,0.953,0.3757,1.7653108225,0.3333330225,1.4319778,1.19665274829417,0.5983
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,256,UMAP,30,N/A,N/A,50,0.9663,0.9491,0.9377,0.9732,0.9532,0.94,0.3775,0.3736,0.9533,0.3756,1.7657,0.3337,1.4320,1.19665038754015,0.5983
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,5,0.9399,0.9264,0.918,0.9699,0.9518,0.9398,0.3514,0.3668,0.940966666666667,0.3591,1.69017333777778,0.338568817777778,1.35160452,1.16258527429174,0.5813
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,10,0.9466,0.932,0.9229,0.9705,0.9525,0.9406,0.3509,0.3675,0.944183333333333,0.3592,1.69880811361111,0.342205500277777,1.35660261333333,1.16473285062856,0.5824
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PaCMAP,30,2,0.5,50,0.9466,0.932,0.9229,0.9705,0.9525,0.9406,0.3517,0.3675,0.944183333333333,0.3596,1.69985098027778,0.341737673611111,1.35811330666667,1.16538118513501,0.5827
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,5,0.8909,0.8855,0.882,0.9799,0.9709,0.9657,0.6174,0.6028,0.92915,0.6101,2.3692905625,0.1017929025,2.26749766,1.50582125765311,0.7529
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,10,0.9613,0.9529,0.9479,0.9937,0.9898,0.9875,0.7155,0.7007,0.9722,0.7081,2.8234,0.0697,2.7536,1.65940111887793,0.8297
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,PCA,N/A,N/A,N/A,50,0.9992,0.9982,0.9973,0.9998,0.9995,0.9994,0.9263,0.9195,0.9989,0.9229,3.6933,0.0058,3.6875,1.9202966541657,0.9601
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,5,0.9601,0.9435,0.9326,0.9724,0.9523,0.9391,0.377,0.3698,0.9500,0.3734,1.75138756,0.33246756,1.41892,1.1911842846512,0.5956
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,10,0.966,0.9492,0.9377,0.9734,0.9535,0.9404,0.3792,0.3742,0.953366666666667,0.3767,1.76907733777778,0.332544444444445,1.43653289333334,1.19855450161156,0.5993
SV,question_age_comment,sentence-transformers/all-MiniLM-L6-v2,512,UMAP,30,N/A,N/A,50,0.9664,0.9493,0.9378,0.9735,0.9538,0.9407,0.3815,0.3758,0.9536,0.3787,1.7748,0.3305,1.4443,1.20178921474053,0.6009
SV,question_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,5,0.9518,0.9444,0.9401,0.9623,0.951,0.9446,0.8642,0.8062,0.949033333333333,0.8352,3.18348858777778,0.0129580277777777,3.17053056,1.78059837133476,0.8903
SV,question_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,10,0.9518,0.9444,0.9401,0.9623,0.951,0.9446,0.8643,0.8062,0.949033333333333,0.8353,3.18366701361111,0.0129466469444444,3.17072036666667,1.78065166909945,0.8903
SV,question_cah_age_comment,allenai/longformer-base-4096,1024,PaCMAP,30,2,0.5,50,0.9518,0.9444,0.9401,0.9623,0.951,0.9446,0.8642,0.8062,0.949033333333333,0.8352,3.18348858777778,0.0129580277777777,3.17053056,1.78059837133476,0.8903
