group1,group2,meandiff,p-adj,lower,upper,reject
subject_newsgroup_body_PCA,subject_newsgroup_body_UMAP,-0.2093,0.0,-0.33,-0.0885,True
subject_newsgroup_body_PCA,subject_organization_body_PCA,-0.0162,1.0,-0.1369,0.1046,False
subject_newsgroup_body_PCA,subject_organization_body_PaCMAP,-0.2153,0.0,-0.3361,-0.0946,True
subject_newsgroup_body_PCA,subject_organization_body_UMAP,-0.2189,0.0,-0.3397,-0.0981,True
subject_newsgroup_body_PCA,subject_organization_newsgroup_body_PCA,-0.0063,1.0,-0.1271,0.1144,False
subject_newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1909,0.0,-0.3117,-0.0702,True
subject_newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2101,0.0,-0.3309,-0.0894,True
subject_newsgroup_body_PaCMAP,subject_newsgroup_body_UMAP,-0.021,1.0,-0.1417,0.0998,False
subject_newsgroup_body_PaCMAP,subject_organization_body_PCA,0.1721,0.0,0.0514,0.2929,True
subject_newsgroup_body_PaCMAP,subject_organization_body_PaCMAP,-0.027,1.0,-0.1478,0.0937,False
subject_newsgroup_body_PaCMAP,subject_organization_body_UMAP,-0.0306,1.0,-0.1513,0.0902,False
subject_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.182,0.0,0.0612,0.3027,True
subject_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,-0.0026,1.0,-0.1234,0.1181,False
subject_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0218,1.0,-0.1426,0.0989,False
subject_newsgroup_body_UMAP,subject_organization_body_PCA,0.1931,0.0,0.0724,0.3139,True
subject_newsgroup_body_UMAP,subject_organization_body_PaCMAP,-0.0061,1.0,-0.1268,0.1147,False
subject_newsgroup_body_UMAP,subject_organization_body_UMAP,-0.0096,1.0,-0.1304,0.1111,False
subject_newsgroup_body_UMAP,subject_organization_newsgroup_body_PCA,0.2029,0.0,0.0822,0.3237,True
subject_newsgroup_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0183,1.0,-0.1024,0.1391,False
subject_newsgroup_body_UMAP,subject_organization_newsgroup_body_UMAP,-0.0009,1.0,-0.1216,0.1199,False
subject_organization_body_PCA,subject_organization_body_PaCMAP,-0.1992,0.0,-0.3199,-0.0784,True
subject_organization_body_PCA,subject_organization_body_UMAP,-0.2027,0.0,-0.3235,-0.082,True
subject_organization_body_PCA,subject_organization_newsgroup_body_PCA,0.0098,1.0,-0.1109,0.1306,False
subject_organization_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1748,0.0,-0.2955,-0.054,True
subject_organization_body_PCA,subject_organization_newsgroup_body_UMAP,-0.194,0.0,-0.3147,-0.0732,True
subject_organization_body_PaCMAP,subject_organization_body_UMAP,-0.0036,1.0,-0.1243,0.1172,False
subject_organization_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.209,0.0,0.0883,0.3298,True
subject_organization_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0244,1.0,-0.0964,0.1451,False
subject_organization_body_PaCMAP,subject_organization_newsgroup_body_UMAP,0.0052,1.0,-0.1156,0.1259,False
subject_organization_body_UMAP,subject_organization_newsgroup_body_PCA,0.2126,0.0,0.0918,0.3333,True
subject_organization_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.028,1.0,-0.0928,0.1487,False
subject_organization_body_UMAP,subject_organization_newsgroup_body_UMAP,0.0088,1.0,-0.112,0.1295,False
subject_organization_newsgroup_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1846,0.0,-0.3054,-0.0639,True
subject_organization_newsgroup_body_PCA,subject_organization_newsgroup_body_UMAP,-0.2038,0.0,-0.3246,-0.0831,True
subject_organization_newsgroup_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0192,1.0,-0.1399,0.1016,False
