group1,group2,meandiff,p-adj,lower,upper,reject
body_only_PCA,body_only_PaCMAP,-0.1737,0.0,-0.2945,-0.053,True
body_only_PCA,body_only_UMAP,-0.1762,0.0,-0.297,-0.0555,True
body_only_PCA,from_body_PCA,0.0087,1.0,-0.1121,0.1294,False
body_only_PCA,from_body_PaCMAP,-0.1752,0.0,-0.296,-0.0545,True
body_only_PCA,from_body_UMAP,-0.1898,0.0,-0.3106,-0.0691,True
body_only_PCA,from_newsgroup_body_PCA,0.019,1.0,-0.1017,0.1398,False
body_only_PCA,from_newsgroup_body_PaCMAP,-0.1506,0.0007,-0.2714,-0.0299,True
body_only_PCA,from_newsgroup_body_UMAP,-0.1654,0.0001,-0.2862,-0.0447,True
body_only_PCA,from_organization_body_PCA,0.0057,1.0,-0.115,0.1265,False
body_only_PCA,from_organization_body_PaCMAP,-0.1839,0.0,-0.3047,-0.0632,True
body_only_PCA,from_organization_body_UMAP,-0.1919,0.0,-0.3126,-0.0711,True
body_only_PCA,from_organization_newsgroup_body_PCA,0.0074,1.0,-0.1134,0.1282,False
body_only_PCA,from_organization_newsgroup_body_PaCMAP,-0.1644,0.0001,-0.2851,-0.0436,True
body_only_PCA,from_organization_newsgroup_body_UMAP,-0.1727,0.0,-0.2935,-0.052,True
body_only_PCA,newsgroup_body_PCA,0.0277,1.0,-0.0931,0.1484,False
body_only_PCA,newsgroup_body_PaCMAP,-0.1601,0.0002,-0.2808,-0.0393,True
body_only_PCA,newsgroup_body_UMAP,-0.1746,0.0,-0.2954,-0.0539,True
body_only_PCA,organization_body_PCA,0.0099,1.0,-0.1108,0.1307,False
body_only_PCA,organization_body_PaCMAP,-0.2195,0.0,-0.3403,-0.0987,True
body_only_PCA,organization_body_UMAP,-0.2318,0.0,-0.3526,-0.1111,True
body_only_PCA,organization_newsgroup_body_PCA,0.0215,1.0,-0.0993,0.1422,False
body_only_PCA,organization_newsgroup_body_PaCMAP,-0.1743,0.0,-0.2951,-0.0535,True
body_only_PCA,organization_newsgroup_body_UMAP,-0.1921,0.0,-0.3128,-0.0713,True
body_only_PCA,subject_body_PCA,0.0049,1.0,-0.1158,0.1257,False
body_only_PCA,subject_body_PaCMAP,-0.1921,0.0,-0.3128,-0.0713,True
body_only_PCA,subject_body_UMAP,-0.2065,0.0,-0.3272,-0.0857,True
body_only_PCA,subject_from_body_PCA,0.0034,1.0,-0.1174,0.1242,False
body_only_PCA,subject_from_body_PaCMAP,-0.1726,0.0,-0.2933,-0.0518,True
body_only_PCA,subject_from_body_UMAP,-0.176,0.0,-0.2968,-0.0553,True
body_only_PCA,subject_from_newsgroup_body_PCA,0.0101,1.0,-0.1106,0.1309,False
body_only_PCA,subject_from_newsgroup_body_PaCMAP,-0.1561,0.0003,-0.2768,-0.0353,True
body_only_PCA,subject_from_newsgroup_body_UMAP,-0.1735,0.0,-0.2942,-0.0527,True
body_only_PCA,subject_from_organization_body_PCA,-0.001,1.0,-0.1217,0.1198,False
body_only_PCA,subject_from_organization_body_PaCMAP,-0.1748,0.0,-0.2956,-0.0541,True
body_only_PCA,subject_from_organization_body_UMAP,-0.1737,0.0,-0.2945,-0.053,True
body_only_PCA,subject_from_organization_newsgroup_body_PCA,0.0049,1.0,-0.1159,0.1256,False
body_only_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.158,0.0002,-0.2787,-0.0372,True
body_only_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1729,0.0,-0.2937,-0.0522,True
body_only_PCA,subject_newsgroup_body_PCA,0.0195,1.0,-0.1012,0.1403,False
body_only_PCA,subject_newsgroup_body_PaCMAP,-0.1688,0.0,-0.2895,-0.048,True
body_only_PCA,subject_newsgroup_body_UMAP,-0.1897,0.0,-0.3105,-0.069,True
body_only_PCA,subject_organization_body_PCA,0.0034,1.0,-0.1174,0.1241,False
body_only_PCA,subject_organization_body_PaCMAP,-0.1958,0.0,-0.3165,-0.075,True
body_only_PCA,subject_organization_body_UMAP,-0.1994,0.0,-0.3201,-0.0786,True
body_only_PCA,subject_organization_newsgroup_body_PCA,0.0132,1.0,-0.1075,0.134,False
body_only_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1714,0.0,-0.2922,-0.0506,True
body_only_PCA,subject_organization_newsgroup_body_UMAP,-0.1906,0.0,-0.3114,-0.0698,True
body_only_PaCMAP,body_only_UMAP,-0.0025,1.0,-0.1233,0.1182,False
body_only_PaCMAP,from_body_PCA,0.1824,0.0,0.0617,0.3032,True
body_only_PaCMAP,from_body_PaCMAP,-0.0015,1.0,-0.1223,0.1192,False
body_only_PaCMAP,from_body_UMAP,-0.0161,1.0,-0.1368,0.1047,False
body_only_PaCMAP,from_newsgroup_body_PCA,0.1927,0.0,0.072,0.3135,True
body_only_PaCMAP,from_newsgroup_body_PaCMAP,0.0231,1.0,-0.0977,0.1438,False
body_only_PaCMAP,from_newsgroup_body_UMAP,0.0083,1.0,-0.1125,0.129,False
body_only_PaCMAP,from_organization_body_PCA,0.1795,0.0,0.0587,0.3002,True
body_only_PaCMAP,from_organization_body_PaCMAP,-0.0102,1.0,-0.131,0.1105,False
body_only_PaCMAP,from_organization_body_UMAP,-0.0182,1.0,-0.1389,0.1026,False
body_only_PaCMAP,from_organization_newsgroup_body_PCA,0.1811,0.0,0.0604,0.3019,True
body_only_PaCMAP,from_organization_newsgroup_body_PaCMAP,0.0093,1.0,-0.1114,0.1301,False
body_only_PaCMAP,from_organization_newsgroup_body_UMAP,0.001,1.0,-0.1198,0.1217,False
body_only_PaCMAP,newsgroup_body_PCA,0.2014,0.0,0.0806,0.3221,True
body_only_PaCMAP,newsgroup_body_PaCMAP,0.0136,1.0,-0.1071,0.1344,False
body_only_PaCMAP,newsgroup_body_UMAP,-0.0009,1.0,-0.1217,0.1199,False
body_only_PaCMAP,organization_body_PCA,0.1837,0.0,0.0629,0.3044,True
body_only_PaCMAP,organization_body_PaCMAP,-0.0458,1.0,-0.1665,0.075,False
body_only_PaCMAP,organization_body_UMAP,-0.0581,0.9995,-0.1789,0.0626,False
body_only_PaCMAP,organization_newsgroup_body_PCA,0.1952,0.0,0.0744,0.3159,True
body_only_PaCMAP,organization_newsgroup_body_PaCMAP,-0.0006,1.0,-0.1213,0.1202,False
body_only_PaCMAP,organization_newsgroup_body_UMAP,-0.0184,1.0,-0.1391,0.1024,False
body_only_PaCMAP,subject_body_PCA,0.1786,0.0,0.0579,0.2994,True
body_only_PaCMAP,subject_body_PaCMAP,-0.0183,1.0,-0.1391,0.1024,False
body_only_PaCMAP,subject_body_UMAP,-0.0328,1.0,-0.1535,0.088,False
body_only_PaCMAP,subject_from_body_PCA,0.1771,0.0,0.0564,0.2979,True
body_only_PaCMAP,subject_from_body_PaCMAP,0.0011,1.0,-0.1196,0.1219,False
body_only_PaCMAP,subject_from_body_UMAP,-0.0023,1.0,-0.1231,0.1184,False
body_only_PaCMAP,subject_from_newsgroup_body_PCA,0.1838,0.0,0.0631,0.3046,True
body_only_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0176,1.0,-0.1031,0.1384,False
body_only_PaCMAP,subject_from_newsgroup_body_UMAP,0.0003,1.0,-0.1205,0.121,False
body_only_PaCMAP,subject_from_organization_body_PCA,0.1727,0.0,0.052,0.2935,True
body_only_PaCMAP,subject_from_organization_body_PaCMAP,-0.0011,1.0,-0.1218,0.1197,False
body_only_PaCMAP,subject_from_organization_body_UMAP,0.0,1.0,-0.1208,0.1208,False
body_only_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1786,0.0,0.0578,0.2994,True
body_only_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0157,1.0,-0.105,0.1365,False
body_only_PaCMAP,subject_from_organization_newsgroup_body_UMAP,0.0008,1.0,-0.12,0.1216,False
body_only_PaCMAP,subject_newsgroup_body_PCA,0.1933,0.0,0.0725,0.314,True
body_only_PaCMAP,subject_newsgroup_body_PaCMAP,0.0049,1.0,-0.1158,0.1257,False
body_only_PaCMAP,subject_newsgroup_body_UMAP,-0.016,1.0,-0.1368,0.1047,False
body_only_PaCMAP,subject_organization_body_PCA,0.1771,0.0,0.0563,0.2978,True
body_only_PaCMAP,subject_organization_body_PaCMAP,-0.0221,1.0,-0.1428,0.0987,False
body_only_PaCMAP,subject_organization_body_UMAP,-0.0256,1.0,-0.1464,0.0951,False
body_only_PaCMAP,subject_organization_newsgroup_body_PCA,0.1869,0.0,0.0662,0.3077,True
body_only_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0023,1.0,-0.1184,0.1231,False
body_only_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0169,1.0,-0.1376,0.1039,False
body_only_UMAP,from_body_PCA,0.1849,0.0,0.0642,0.3057,True
body_only_UMAP,from_body_PaCMAP,0.001,1.0,-0.1198,0.1217,False
body_only_UMAP,from_body_UMAP,-0.0136,1.0,-0.1343,0.1072,False
body_only_UMAP,from_newsgroup_body_PCA,0.1953,0.0,0.0745,0.316,True
body_only_UMAP,from_newsgroup_body_PaCMAP,0.0256,1.0,-0.0952,0.1463,False
body_only_UMAP,from_newsgroup_body_UMAP,0.0108,1.0,-0.11,0.1315,False
body_only_UMAP,from_organization_body_PCA,0.182,0.0,0.0612,0.3027,True
body_only_UMAP,from_organization_body_PaCMAP,-0.0077,1.0,-0.1285,0.1131,False
body_only_UMAP,from_organization_body_UMAP,-0.0157,1.0,-0.1364,0.1051,False
body_only_UMAP,from_organization_newsgroup_body_PCA,0.1836,0.0,0.0629,0.3044,True
body_only_UMAP,from_organization_newsgroup_body_PaCMAP,0.0118,1.0,-0.1089,0.1326,False
body_only_UMAP,from_organization_newsgroup_body_UMAP,0.0035,1.0,-0.1173,0.1242,False
body_only_UMAP,newsgroup_body_PCA,0.2039,0.0,0.0832,0.3247,True
body_only_UMAP,newsgroup_body_PaCMAP,0.0161,1.0,-0.1046,0.1369,False
body_only_UMAP,newsgroup_body_UMAP,0.0016,1.0,-0.1191,0.1224,False
body_only_UMAP,organization_body_PCA,0.1862,0.0,0.0654,0.3069,True
body_only_UMAP,organization_body_PaCMAP,-0.0433,1.0,-0.164,0.0775,False
body_only_UMAP,organization_body_UMAP,-0.0556,0.9998,-0.1764,0.0652,False
body_only_UMAP,organization_newsgroup_body_PCA,0.1977,0.0,0.0769,0.3184,True
body_only_UMAP,organization_newsgroup_body_PaCMAP,0.0019,1.0,-0.1188,0.1227,False
body_only_UMAP,organization_newsgroup_body_UMAP,-0.0159,1.0,-0.1366,0.1049,False
body_only_UMAP,subject_body_PCA,0.1811,0.0,0.0604,0.3019,True
body_only_UMAP,subject_body_PaCMAP,-0.0158,1.0,-0.1366,0.1049,False
body_only_UMAP,subject_body_UMAP,-0.0303,1.0,-0.151,0.0905,False
body_only_UMAP,subject_from_body_PCA,0.1796,0.0,0.0589,0.3004,True
body_only_UMAP,subject_from_body_PaCMAP,0.0036,1.0,-0.1171,0.1244,False
body_only_UMAP,subject_from_body_UMAP,0.0002,1.0,-0.1206,0.1209,False
body_only_UMAP,subject_from_newsgroup_body_PCA,0.1863,0.0,0.0656,0.3071,True
body_only_UMAP,subject_from_newsgroup_body_PaCMAP,0.0201,1.0,-0.1006,0.1409,False
body_only_UMAP,subject_from_newsgroup_body_UMAP,0.0028,1.0,-0.118,0.1235,False
body_only_UMAP,subject_from_organization_body_PCA,0.1752,0.0,0.0545,0.296,True
body_only_UMAP,subject_from_organization_body_PaCMAP,0.0014,1.0,-0.1193,0.1222,False
body_only_UMAP,subject_from_organization_body_UMAP,0.0025,1.0,-0.1182,0.1233,False
body_only_UMAP,subject_from_organization_newsgroup_body_PCA,0.1811,0.0,0.0604,0.3019,True
body_only_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0182,1.0,-0.1025,0.139,False
body_only_UMAP,subject_from_organization_newsgroup_body_UMAP,0.0033,1.0,-0.1174,0.1241,False
body_only_UMAP,subject_newsgroup_body_PCA,0.1958,0.0,0.075,0.3165,True
body_only_UMAP,subject_newsgroup_body_PaCMAP,0.0075,1.0,-0.1133,0.1282,False
body_only_UMAP,subject_newsgroup_body_UMAP,-0.0135,1.0,-0.1343,0.1072,False
body_only_UMAP,subject_organization_body_PCA,0.1796,0.0,0.0588,0.3004,True
body_only_UMAP,subject_organization_body_PaCMAP,-0.0196,1.0,-0.1403,0.1012,False
body_only_UMAP,subject_organization_body_UMAP,-0.0231,1.0,-0.1439,0.0976,False
body_only_UMAP,subject_organization_newsgroup_body_PCA,0.1894,0.0,0.0687,0.3102,True
body_only_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0048,1.0,-0.1159,0.1256,False
body_only_UMAP,subject_organization_newsgroup_body_UMAP,-0.0144,1.0,-0.1351,0.1064,False
from_body_PCA,from_body_PaCMAP,-0.1839,0.0,-0.3047,-0.0632,True
from_body_PCA,from_body_UMAP,-0.1985,0.0,-0.3193,-0.0777,True
from_body_PCA,from_newsgroup_body_PCA,0.0103,1.0,-0.1104,0.1311,False
from_body_PCA,from_newsgroup_body_PaCMAP,-0.1593,0.0002,-0.2801,-0.0386,True
from_body_PCA,from_newsgroup_body_UMAP,-0.1741,0.0,-0.2949,-0.0534,True
from_body_PCA,from_organization_body_PCA,-0.0029,1.0,-0.1237,0.1178,False
from_body_PCA,from_organization_body_PaCMAP,-0.1926,0.0,-0.3134,-0.0719,True
from_body_PCA,from_organization_body_UMAP,-0.2006,0.0,-0.3213,-0.0798,True
from_body_PCA,from_organization_newsgroup_body_PCA,-0.0013,1.0,-0.122,0.1195,False
from_body_PCA,from_organization_newsgroup_body_PaCMAP,-0.1731,0.0,-0.2938,-0.0523,True
from_body_PCA,from_organization_newsgroup_body_UMAP,-0.1814,0.0,-0.3022,-0.0607,True
from_body_PCA,newsgroup_body_PCA,0.019,1.0,-0.1018,0.1397,False
from_body_PCA,newsgroup_body_PaCMAP,-0.1688,0.0,-0.2895,-0.048,True
from_body_PCA,newsgroup_body_UMAP,-0.1833,0.0,-0.3041,-0.0625,True
from_body_PCA,organization_body_PCA,0.0013,1.0,-0.1195,0.122,False
from_body_PCA,organization_body_PaCMAP,-0.2282,0.0,-0.3489,-0.1074,True
from_body_PCA,organization_body_UMAP,-0.2405,0.0,-0.3613,-0.1198,True
from_body_PCA,organization_newsgroup_body_PCA,0.0128,1.0,-0.108,0.1335,False
from_body_PCA,organization_newsgroup_body_PaCMAP,-0.183,0.0,-0.3037,-0.0622,True
from_body_PCA,organization_newsgroup_body_UMAP,-0.2008,0.0,-0.3215,-0.08,True
from_body_PCA,subject_body_PCA,-0.0038,1.0,-0.1245,0.117,False
from_body_PCA,subject_body_PaCMAP,-0.2007,0.0,-0.3215,-0.08,True
from_body_PCA,subject_body_UMAP,-0.2152,0.0,-0.3359,-0.0944,True
from_body_PCA,subject_from_body_PCA,-0.0053,1.0,-0.126,0.1155,False
from_body_PCA,subject_from_body_PaCMAP,-0.1813,0.0,-0.302,-0.0605,True
from_body_PCA,subject_from_body_UMAP,-0.1847,0.0,-0.3055,-0.064,True
from_body_PCA,subject_from_newsgroup_body_PCA,0.0014,1.0,-0.1193,0.1222,False
from_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1648,0.0001,-0.2855,-0.044,True
from_body_PCA,subject_from_newsgroup_body_UMAP,-0.1822,0.0,-0.3029,-0.0614,True
from_body_PCA,subject_from_organization_body_PCA,-0.0097,1.0,-0.1304,0.1111,False
from_body_PCA,subject_from_organization_body_PaCMAP,-0.1835,0.0,-0.3043,-0.0627,True
from_body_PCA,subject_from_organization_body_UMAP,-0.1824,0.0,-0.3032,-0.0617,True
from_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0038,1.0,-0.1246,0.117,False
from_body_PCA,subject_from_organization_newsgroup_body_PaCMAP,-0.1667,0.0,-0.2874,-0.0459,True
from_body_PCA,subject_from_organization_newsgroup_body_UMAP,-0.1816,0.0,-0.3024,-0.0608,True
from_body_PCA,subject_newsgroup_body_PCA,0.0109,1.0,-0.1099,0.1316,False
from_body_PCA,subject_newsgroup_body_PaCMAP,-0.1775,0.0,-0.2982,-0.0567,True
from_body_PCA,subject_newsgroup_body_UMAP,-0.1984,0.0,-0.3192,-0.0777,True
from_body_PCA,subject_organization_body_PCA,-0.0053,1.0,-0.1261,0.1154,False
from_body_PCA,subject_organization_body_PaCMAP,-0.2045,0.0,-0.3252,-0.0837,True
from_body_PCA,subject_organization_body_UMAP,-0.2081,0.0,-0.3288,-0.0873,True
from_body_PCA,subject_organization_newsgroup_body_PCA,0.0045,1.0,-0.1162,0.1253,False
from_body_PCA,subject_organization_newsgroup_body_PaCMAP,-0.1801,0.0,-0.3009,-0.0593,True
from_body_PCA,subject_organization_newsgroup_body_UMAP,-0.1993,0.0,-0.32,-0.0785,True
from_body_PaCMAP,from_body_UMAP,-0.0146,1.0,-0.1353,0.1062,False
from_body_PaCMAP,from_newsgroup_body_PCA,0.1943,0.0,0.0735,0.315,True
from_body_PaCMAP,from_newsgroup_body_PaCMAP,0.0246,1.0,-0.0962,0.1453,False
from_body_PaCMAP,from_newsgroup_body_UMAP,0.0098,1.0,-0.111,0.1305,False
from_body_PaCMAP,from_organization_body_PCA,0.181,0.0,0.0602,0.3017,True
from_body_PaCMAP,from_organization_body_PaCMAP,-0.0087,1.0,-0.1294,0.1121,False
from_body_PaCMAP,from_organization_body_UMAP,-0.0166,1.0,-0.1374,0.1041,False
from_body_PaCMAP,from_organization_newsgroup_body_PCA,0.1826,0.0,0.0619,0.3034,True
from_body_PaCMAP,from_organization_newsgroup_body_PaCMAP,0.0108,1.0,-0.1099,0.1316,False
from_body_PaCMAP,from_organization_newsgroup_body_UMAP,0.0025,1.0,-0.1183,0.1232,False
from_body_PaCMAP,newsgroup_body_PCA,0.2029,0.0,0.0822,0.3237,True
from_body_PaCMAP,newsgroup_body_PaCMAP,0.0151,1.0,-0.1056,0.1359,False
from_body_PaCMAP,newsgroup_body_UMAP,0.0006,1.0,-0.1201,0.1214,False
from_body_PaCMAP,organization_body_PCA,0.1852,0.0,0.0644,0.3059,True
from_body_PaCMAP,organization_body_PaCMAP,-0.0443,1.0,-0.165,0.0765,False
from_body_PaCMAP,organization_body_UMAP,-0.0566,0.9998,-0.1773,0.0642,False
from_body_PaCMAP,organization_newsgroup_body_PCA,0.1967,0.0,0.0759,0.3174,True
from_body_PaCMAP,organization_newsgroup_body_PaCMAP,0.0009,1.0,-0.1198,0.1217,False
from_body_PaCMAP,organization_newsgroup_body_UMAP,-0.0168,1.0,-0.1376,0.1039,False
from_body_PaCMAP,subject_body_PCA,0.1801,0.0,0.0594,0.3009,True
from_body_PaCMAP,subject_body_PaCMAP,-0.0168,1.0,-0.1376,0.1039,False
from_body_PaCMAP,subject_body_UMAP,-0.0313,1.0,-0.152,0.0895,False
from_body_PaCMAP,subject_from_body_PCA,0.1786,0.0,0.0579,0.2994,True
from_body_PaCMAP,subject_from_body_PaCMAP,0.0026,1.0,-0.1181,0.1234,False
from_body_PaCMAP,subject_from_body_UMAP,-0.0008,1.0,-0.1216,0.1199,False
from_body_PaCMAP,subject_from_newsgroup_body_PCA,0.1853,0.0,0.0646,0.3061,True
from_body_PaCMAP,subject_from_newsgroup_body_PaCMAP,0.0192,1.0,-0.1016,0.1399,False
from_body_PaCMAP,subject_from_newsgroup_body_UMAP,0.0018,1.0,-0.119,0.1225,False
from_body_PaCMAP,subject_from_organization_body_PCA,0.1742,0.0,0.0535,0.295,True
from_body_PaCMAP,subject_from_organization_body_PaCMAP,0.0004,1.0,-0.1203,0.1212,False
from_body_PaCMAP,subject_from_organization_body_UMAP,0.0015,1.0,-0.1192,0.1223,False
from_body_PaCMAP,subject_from_organization_newsgroup_body_PCA,0.1801,0.0,0.0594,0.3009,True
from_body_PaCMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0172,1.0,-0.1035,0.138,False
from_body_PaCMAP,subject_from_organization_newsgroup_body_UMAP,0.0023,1.0,-0.1184,0.1231,False
from_body_PaCMAP,subject_newsgroup_body_PCA,0.1948,0.0,0.074,0.3155,True
from_body_PaCMAP,subject_newsgroup_body_PaCMAP,0.0065,1.0,-0.1143,0.1272,False
from_body_PaCMAP,subject_newsgroup_body_UMAP,-0.0145,1.0,-0.1353,0.1063,False
from_body_PaCMAP,subject_organization_body_PCA,0.1786,0.0,0.0579,0.2994,True
from_body_PaCMAP,subject_organization_body_PaCMAP,-0.0206,1.0,-0.1413,0.1002,False
from_body_PaCMAP,subject_organization_body_UMAP,-0.0241,1.0,-0.1449,0.0966,False
from_body_PaCMAP,subject_organization_newsgroup_body_PCA,0.1884,0.0,0.0677,0.3092,True
from_body_PaCMAP,subject_organization_newsgroup_body_PaCMAP,0.0038,1.0,-0.1169,0.1246,False
from_body_PaCMAP,subject_organization_newsgroup_body_UMAP,-0.0154,1.0,-0.1361,0.1054,False
from_body_UMAP,from_newsgroup_body_PCA,0.2088,0.0,0.0881,0.3296,True
from_body_UMAP,from_newsgroup_body_PaCMAP,0.0392,1.0,-0.0816,0.1599,False
from_body_UMAP,from_newsgroup_body_UMAP,0.0244,1.0,-0.0964,0.1451,False
from_body_UMAP,from_organization_body_PCA,0.1956,0.0,0.0748,0.3163,True
from_body_UMAP,from_organization_body_PaCMAP,0.0059,1.0,-0.1149,0.1266,False
from_body_UMAP,from_organization_body_UMAP,-0.0021,1.0,-0.1228,0.1187,False
from_body_UMAP,from_organization_newsgroup_body_PCA,0.1972,0.0,0.0765,0.318,True
from_body_UMAP,from_organization_newsgroup_body_PaCMAP,0.0254,1.0,-0.0953,0.1462,False
from_body_UMAP,from_organization_newsgroup_body_UMAP,0.0171,1.0,-0.1037,0.1378,False
from_body_UMAP,newsgroup_body_PCA,0.2175,0.0,0.0967,0.3382,True
from_body_UMAP,newsgroup_body_PaCMAP,0.0297,1.0,-0.091,0.1505,False
from_body_UMAP,newsgroup_body_UMAP,0.0152,1.0,-0.1056,0.136,False
from_body_UMAP,organization_body_PCA,0.1998,0.0,0.079,0.3205,True
from_body_UMAP,organization_body_PaCMAP,-0.0297,1.0,-0.1504,0.0911,False
from_body_UMAP,organization_body_UMAP,-0.042,1.0,-0.1628,0.0787,False
from_body_UMAP,organization_newsgroup_body_PCA,0.2113,0.0,0.0905,0.332,True
from_body_UMAP,organization_newsgroup_body_PaCMAP,0.0155,1.0,-0.1052,0.1363,False
from_body_UMAP,organization_newsgroup_body_UMAP,-0.0023,1.0,-0.123,0.1185,False
from_body_UMAP,subject_body_PCA,0.1947,0.0,0.074,0.3155,True
from_body_UMAP,subject_body_PaCMAP,-0.0022,1.0,-0.123,0.1185,False
from_body_UMAP,subject_body_UMAP,-0.0167,1.0,-0.1374,0.1041,False
from_body_UMAP,subject_from_body_PCA,0.1932,0.0,0.0725,0.314,True
from_body_UMAP,subject_from_body_PaCMAP,0.0172,1.0,-0.1035,0.138,False
from_body_UMAP,subject_from_body_UMAP,0.0138,1.0,-0.107,0.1345,False
from_body_UMAP,subject_from_newsgroup_body_PCA,0.1999,0.0,0.0792,0.3207,True
from_body_UMAP,subject_from_newsgroup_body_PaCMAP,0.0337,1.0,-0.087,0.1545,False
from_body_UMAP,subject_from_newsgroup_body_UMAP,0.0164,1.0,-0.1044,0.1371,False
from_body_UMAP,subject_from_organization_body_PCA,0.1888,0.0,0.0681,0.3096,True
from_body_UMAP,subject_from_organization_body_PaCMAP,0.015,1.0,-0.1058,0.1358,False
from_body_UMAP,subject_from_organization_body_UMAP,0.0161,1.0,-0.1047,0.1368,False
from_body_UMAP,subject_from_organization_newsgroup_body_PCA,0.1947,0.0,0.0739,0.3155,True
from_body_UMAP,subject_from_organization_newsgroup_body_PaCMAP,0.0318,1.0,-0.0889,0.1526,False
from_body_UMAP,subject_from_organization_newsgroup_body_UMAP,0.0169,1.0,-0.1039,0.1377,False
from_body_UMAP,subject_newsgroup_body_PCA,0.2094,0.0,0.0886,0.3301,True
from_body_UMAP,subject_newsgroup_body_PaCMAP,0.021,1.0,-0.0997,0.1418,False
from_body_UMAP,subject_newsgroup_body_UMAP,0.0001,1.0,-0.1207,0.1208,False
from_body_UMAP,subject_organization_body_PCA,0.1932,0.0,0.0724,0.3139,True
from_body_UMAP,subject_organization_body_PaCMAP,-0.006,1.0,-0.1267,0.1148,False
from_body_UMAP,subject_organization_body_UMAP,-0.0095,1.0,-0.1303,0.1112,False
from_body_UMAP,subject_organization_newsgroup_body_PCA,0.203,0.0,0.0823,0.3238,True
from_body_UMAP,subject_organization_newsgroup_body_PaCMAP,0.0184,1.0,-0.1024,0.1392,False
from_body_UMAP,subject_organization_newsgroup_body_UMAP,-0.0008,1.0,-0.1215,0.12,False
from_newsgroup_body_PCA,from_newsgroup_body_PaCMAP,-0.1697,0.0,-0.2904,-0.0489,True
from_newsgroup_body_PCA,from_newsgroup_body_UMAP,-0.1845,0.0,-0.3052,-0.0637,True
from_newsgroup_body_PCA,from_organization_body_PCA,-0.0133,1.0,-0.134,0.1075,False
from_newsgroup_body_PCA,from_organization_body_PaCMAP,-0.203,0.0,-0.3237,-0.0822,True
from_newsgroup_body_PCA,from_organization_body_UMAP,-0.2109,0.0,-0.3317,-0.0902,True
from_newsgroup_body_PCA,from_organization_newsgroup_body_PCA,-0.0116,1.0,-0.1324,0.1091,False
from_newsgroup_body_PCA,from_organization_newsgroup_body_PaCMAP,-0.1834,0.0,-0.3042,-0.0627,True
from_newsgroup_body_PCA,from_organization_newsgroup_body_UMAP,-0.1918,0.0,-0.3125,-0.071,True
from_newsgroup_body_PCA,newsgroup_body_PCA,0.0086,1.0,-0.1121,0.1294,False
from_newsgroup_body_PCA,newsgroup_body_PaCMAP,-0.1791,0.0,-0.2999,-0.0584,True
from_newsgroup_body_PCA,newsgroup_body_UMAP,-0.1936,0.0,-0.3144,-0.0729,True
from_newsgroup_body_PCA,organization_body_PCA,-0.0091,1.0,-0.1298,0.1117,False
from_newsgroup_body_PCA,organization_body_PaCMAP,-0.2385,0.0,-0.3593,-0.1178,True
from_newsgroup_body_PCA,organization_body_UMAP,-0.2509,0.0,-0.3716,-0.1301,True
from_newsgroup_body_PCA,organization_newsgroup_body_PCA,0.0024,1.0,-0.1183,0.1232,False
from_newsgroup_body_PCA,organization_newsgroup_body_PaCMAP,-0.1933,0.0,-0.3141,-0.0726,True
from_newsgroup_body_PCA,organization_newsgroup_body_UMAP,-0.2111,0.0,-0.3319,-0.0904,True
from_newsgroup_body_PCA,subject_body_PCA,-0.0141,1.0,-0.1349,0.1066,False
from_newsgroup_body_PCA,subject_body_PaCMAP,-0.2111,0.0,-0.3318,-0.0903,True
from_newsgroup_body_PCA,subject_body_UMAP,-0.2255,0.0,-0.3463,-0.1048,True
from_newsgroup_body_PCA,subject_from_body_PCA,-0.0156,1.0,-0.1364,0.1051,False
from_newsgroup_body_PCA,subject_from_body_PaCMAP,-0.1916,0.0,-0.3124,-0.0709,True
from_newsgroup_body_PCA,subject_from_body_UMAP,-0.1951,0.0,-0.3158,-0.0743,True
from_newsgroup_body_PCA,subject_from_newsgroup_body_PCA,-0.0089,1.0,-0.1297,0.1118,False
from_newsgroup_body_PCA,subject_from_newsgroup_body_PaCMAP,-0.1751,0.0,-0.2959,-0.0544,True
from_newsgroup_body_PCA,subject_from_newsgroup_body_UMAP,-0.1925,0.0,-0.3132,-0.0717,True
from_newsgroup_body_PCA,subject_from_organization_body_PCA,-0.02,1.0,-0.1408,0.1007,False
from_newsgroup_body_PCA,subject_from_organization_body_PaCMAP,-0.1938,0.0,-0.3146,-0.0731,True
from_newsgroup_body_PCA,subject_from_organization_body_UMAP,-0.1927,0.0,-0.3135,-0.072,True
from_newsgroup_body_PCA,subject_from_organization_newsgroup_body_PCA,-0.0141,1.0,-0.1349,0.1066,False
